pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.01817245503688745,0.0029107079912912294
Aminosugar Metabolism,-0.003999839052629078,0.0012707535149452573
Ascorbate and Aldarate Metabolism,0.03233681725839412,0.0032688793597452836
Benzoate Metabolism,0.013578783007638063,0.005045648850670861
Carnitine Metabolism,0.04537967479560466,0.0030471187770035727
Chemical,0.010502557528253137,0.001518152415628202
Creatine Metabolism,0.028343819835908057,0.003474178389355655
Fatty Acid Metabolism (also BCAA Metabolism),-0.028750721612794173,0.002015320752968495
Fatty Acid Metabolism(Acyl Carnitine),0.12786806094503617,0.00710506289900853
"Fatty Acid, Branched",0.038995005539398206,0.0030699208206438153
"Fatty Acid, Dicarboxylate",0.0168664740146988,0.005551762747672176
"Fatty Acid, Monohydroxy",0.0010542663579605704,0.0016898773602604443
Food Component/Plant,0.052159722345002324,0.004638823511558395
"Fructose, Mannose and Galactose Metabolism",0.17636981567524543,0.008186253792462688
Gamma-glutamyl Amino Acid,0.005411582736370812,0.003119488864456466
Glutamate Metabolism,0.12261201730145066,0.0057451828568173685
Glutathione Metabolism,0.007710783218830386,0.0023581097627203168
Glycerolipid Metabolism,0.0801815893413286,0.003790090361419858
"Glycine, Serine and Threonine Metabolism",0.04599710154242551,0.003606828772632541
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.2679961617060133,0.013051245453201958
Hemoglobin and Porphyrin Metabolism,-0.022395567600465995,0.005404204229869738
Histidine Metabolism,0.022612864147234468,0.0026320746089246974
Inositol Metabolism,0.0074652252041398585,0.001958846697001865
Ketone Bodies,-0.011889943101076739,0.0020159776510031225
"Leucine, Isoleucine and Valine Metabolism",0.06268658858156329,0.007113955491920326
Long Chain Fatty Acid,0.0009694044867328167,0.010949969939148232
Lysine Metabolism,-0.005263102157168414,0.0019163118635075911
Lysolipid,0.10977849318351715,0.008004653503325096
Medium Chain Fatty Acid,0.1714974146877168,0.008966674153411009
"Methionine, Cysteine, SAM and Taurine Metabolism",0.03599769909210267,0.0033575665837757927
Monoacylglycerol,0.0059564222142135526,0.0010073674167622054
Oxidative Phosphorylation,0.03179290999502144,0.005462610732598402
Pantothenate and CoA Metabolism,0.007603476987845026,0.0013297426079801544
Phenylalanine and Tyrosine Metabolism,0.134601935357533,0.009634916958990302
Phospholipid Metabolism,-0.007969303670948235,0.0020160341686554987
Polyamine Metabolism,0.025007549804742717,0.0015050419156872681
Polyunsaturated Fatty Acid (n3 and n6),0.1909798181635395,0.011519628120748101
Primary Bile Acid Metabolism,0.06988179603807261,0.005429933138985518
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.014189740624233237,0.003280632143504518
"Purine Metabolism, Guanine containing",0.015748878279921108,0.0037737343578595844
"Pyrimidine Metabolism, Uracil containing",0.014064869205323882,0.0035357039033125644
Secondary Bile Acid Metabolism,0.058412028821207815,0.0032912247131066095
Sphingolipid Metabolism,0.007102091583519132,0.002100639954765661
Steroid,0.1564361135321481,0.00906056153777476
Sterol,-0.0158128298371639,0.0025813210492768605
TCA Cycle,0.007697724766476455,0.001936185820804265
Tocopherol Metabolism,0.010037349785989358,0.002088959630631416
Tryptophan Metabolism,0.04246302113880844,0.004951797538075495
Unknown,0.17502052054207545,0.011573763834628527
Urea cycle; Arginine and Proline Metabolism,0.03414314746168186,0.005212627774059104
Vitamin B6 Metabolism,-0.025575532213192188,0.004195250576645652
Xanthine Metabolism,0.15936280079639933,0.012077833200426618
