pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.08657090735597613,0.0035854276992095097
Aminosugar Metabolism,-0.00010573687982189511,0.0011475514253779706
Ascorbate and Aldarate Metabolism,-0.0022843694432771113,0.0009249862717165037
Benzoate Metabolism,0.014573769815548698,0.0017530164722527124
Carnitine Metabolism,0.004037687044795311,0.0007111767912794528
Chemical,0.016268471510510075,0.0018175063169858607
Creatine Metabolism,0.011751117469107314,0.0011461507160987357
Fatty Acid Metabolism (also BCAA Metabolism),0.009734630921582547,0.0017173671461286491
Fatty Acid Metabolism(Acyl Carnitine),0.08289147133568533,0.006131406466121796
"Fatty Acid, Branched",0.09581508993988182,0.005864198559193433
"Fatty Acid, Dicarboxylate",-0.002611020336221496,0.001552605658321242
"Fatty Acid, Monohydroxy",0.026594408990743224,0.001265708933292804
Food Component/Plant,0.026701048166688262,0.001909350278681946
"Fructose, Mannose and Galactose Metabolism",0.10463275056390488,0.006469721622893515
Gamma-glutamyl Amino Acid,0.006177577569246778,0.001997469607657498
Glutamate Metabolism,0.0238580699941507,0.0020710154878343955
Glutathione Metabolism,0.0014327153640134732,0.0013082466007303826
Glycerolipid Metabolism,0.034931583276862695,0.001522394886885402
"Glycine, Serine and Threonine Metabolism",0.20439715849154336,0.007246568229432717
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.35202946874601865,0.017518678055576418
Hemoglobin and Porphyrin Metabolism,0.050787626870481516,0.002350887642831692
Histidine Metabolism,0.004566900583322654,0.0014692608890699201
Inositol Metabolism,0.01898903308838622,0.0016377122529845362
Ketone Bodies,0.0031924696456350848,0.0010362218822184618
"Leucine, Isoleucine and Valine Metabolism",0.14690590886901367,0.007979708451394306
Long Chain Fatty Acid,0.1389651844474355,0.0070307191045077475
Lysine Metabolism,0.009134258598346462,0.0012523351245193961
Lysolipid,0.29733073272089144,0.010523922108707402
Medium Chain Fatty Acid,0.06895128258684284,0.004382709931917277
"Methionine, Cysteine, SAM and Taurine Metabolism",0.03678361883501239,0.0030787613882567225
Monoacylglycerol,0.002649107870005029,0.000543142385797765
Oxidative Phosphorylation,0.023205072386809494,0.0018341213859276733
Pantothenate and CoA Metabolism,0.008871012140901835,0.0015062141847893011
Phenylalanine and Tyrosine Metabolism,0.04284939203306778,0.006724683386004588
Phospholipid Metabolism,0.029323938573575365,0.0021226037617989952
Polyamine Metabolism,-0.012278429775734517,0.0007628268594743494
Polyunsaturated Fatty Acid (n3 and n6),0.1416466584039575,0.005956002902894162
Primary Bile Acid Metabolism,0.01934642520977851,0.002927648909293449
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.007180017768305597,0.0015384652867512162
"Purine Metabolism, Guanine containing",0.011156313958573222,0.001289588858255054
"Pyrimidine Metabolism, Uracil containing",-0.0014040636067749561,0.0012719947193750298
Secondary Bile Acid Metabolism,0.01897948992848301,0.0013024811922718686
Sphingolipid Metabolism,0.011319336066989918,0.0016417143293491112
Steroid,-0.0017259213288306114,0.004165464453731616
Sterol,-0.0012814822940374893,0.0010836993558282992
TCA Cycle,0.031231359340058756,0.002173089549271182
Tocopherol Metabolism,0.005400915635187874,0.0008249737606273051
Tryptophan Metabolism,0.039608219453036476,0.002665779425528442
Unknown,0.19689409130681548,0.007741679897547729
Urea cycle; Arginine and Proline Metabolism,0.043627671021062055,0.004045097411921597
Vitamin B6 Metabolism,0.033499322861085486,0.00288520226342702
Xanthine Metabolism,-0.003573211676578101,0.0036202554812810287
