pathway_name,sage_value,sage_value_sd
Amino Acid,0.371072979444385,0.023568079394614274
Carbohydrate,-0.005124614944999939,0.004930426218418685
Cofactors and Vitamins,0.15388127470438848,0.008946420194288287
Energy,-0.012855233411181749,0.003299730946279512
Lipid,1.0258039320982582,0.04541850577436627
Nucleotide,0.01651520003744822,0.004379074757715116
Peptide,0.06200411677508732,0.006427711559994197
Unknown,0.3869589762579564,0.015840755550741006
Xenobiotics,0.15561194618223873,0.01619437397429034
