pathway_name,sage_value,sage_value_sd
Amino Acid,0.5063234508309876,0.02380083578194302
Carbohydrate,0.05064539545724359,0.016031851125948297
Cofactors and Vitamins,0.04256630446949942,0.007982927248981425
Energy,0.034709249110228484,0.0059154416077680395
Lipid,0.6232169957403675,0.029329976982357363
Nucleotide,0.014289093501642133,0.0036706919960791604
Peptide,0.005678238683874293,0.003720427466083351
Unknown,0.145424851766614,0.011110399808029463
Xenobiotics,0.050722633647321214,0.007046549985805745
