metabolite_id,sage_value,sage_value_sd
M33228,0.005610318979642048,0.0005863292557573698
M35186,0.08910318376307032,0.0062877920874957315
M34214,0.06483204251004973,0.0040144415730940545
M34419,-0.00017277393650487265,0.0007576218302347313
M32635,0.08396181873136338,0.006548045953006813
M34395,-0.015392383942731243,0.0023510556746552305
M34389,-0.007065903310816491,0.002358651520016393
M48258,0.012289539883425057,0.002099983279940004
M35628,0.15957302147622665,0.008930686168079292
M33230,0.037269640372029705,0.004313673209949668
M21127,0.0357791637133504,0.003230047891121207
M33955,-0.00042116183317903746,0.0011538211147565937
M35631,0.11889025959776428,0.008549875494431484
M33961,0.0010683406450781778,0.0005311238400954532
M42398,0.06334982932203749,0.007144286971084018
M19324,0.03572964810475173,0.0033698610196072664
M20675,-0.010253994974391712,0.0020306028841197608
M34400,-0.020700025537083805,0.004930540906192603
M33971,-0.004517291983148469,0.0005310318467475423
M33972,-0.0041071416030442585,0.0005274330355969875
M32497,0.05010211958804518,0.004405874826421414
M42374,0.012467507956639756,0.005719113238110954
M35675,0.010215474513946754,0.001881947462888419
M17945,0.014828186864777744,0.001964611559479714
M45095,-0.00016645691756240393,0.00010247660647985773
M35253,0.01075209995044183,0.002034656837875241
M32197,0.041311761399147384,0.002837747999741589
M31787,0.003910597712229345,0.0004910318067827518
M46410,0.002262407959138649,0.0006101235899955262
M00542,0.06417226176548133,0.00451042597106291
M27672,0.04628671945907341,0.003732315225930144
M12017,-0.003815163120221636,0.002375824212547617
M44526,0.00117933557501368,0.0013918802025123431
M15676,-0.020455805474074308,0.001634209291063019
M15677,0.006942618647502132,0.0008851950942191588
M36099,0.0004175446539668185,0.00038095921851430636
M22116,-0.01911625414264158,0.002617860922687377
M36098,0.020273685256996733,0.002139940209951223
M33968,0.06789967482735115,0.003997262167738744
M01494,0.000657723862101431,0.0017402784957429376
M36776,7.258478014362708e-05,0.0007918963676321878
M34390,0.0008384334646800361,0.0007850183746969759
M32198,0.06956794805992501,0.004560105972681301
M32980,0.05951708707916271,0.0054747954506450735
M01126,0.04969057401341976,0.008926827484008998
M01107,0.08449607940848142,0.004898520112711165
M33937,0.09728908251675299,0.0055738541544731275
M33453,-0.0002886344311369312,0.0002807394701958157
M01561,0.008716137908849286,0.0008237242984154336
M31591,-0.02021468316899087,0.0021835272714430805
M01110,0.05533747075643588,0.0040411352230111195
M01638,0.04377808471837019,0.005132962640372586
M00512,0.07548210738236531,0.007617245810831307
M12129,0.001189149708085517,0.0020689722490224135
M03141,0.08360840863612948,0.010990412074466374
M32586,0.03432817843013327,0.003907326256076377
M43807,0.06625803351069731,0.005357113826419672
M02137,0.059383689088528264,0.004562504587093696
M32412,-0.011118982112147848,0.0019182838162599169
M00569,0.002722293991542642,0.005497769450557395
M01642,0.0015967128071482178,0.0008510652844371464
M32492,0.0028702210803005046,0.00039954108396972164
M15500,0.022691862520942723,0.003207897271576205
M35320,0.029678615349418413,0.0051795994157124705
M22842,0.02754648870227542,0.001956527888591807
M00063,-6.704362570793268e-05,0.00021237251770964483
M15506,0.00991622569163479,0.0015825956119490353
M01564,0.1215561670629488,0.0064950028083119275
M02132,0.016444891632439933,0.0023884852022072584
M01712,0.04086113110123565,0.002718806698294458
M01769,-0.015692707958423854,0.0013376424520154643
M27718,0.00796658438135946,0.0007645479541315477
M00513,0.0028349151355025227,0.002333042881504936
M31453,-0.013942225745385473,0.0016425729112802064
M33941,0.16310454430577434,0.016984083501979018
M32425,-0.020759171793797156,0.0014966037640885461
M17805,-0.002350048055046263,0.0012637594972291992
M35718,0.004926525176362176,0.001926451781571009
M44675,0.0010390545620970182,0.0013540338442410897
M32504,0.0022414541297930014,0.0008620192562528897
M32388,-0.0018052250893063082,0.0002723503884327924
M18467,0.0032248463760754516,0.0013600693285989861
M33587,-0.00161349986331953,0.00032457075934266735
M33973,-0.02330350727129094,0.0021554909655748093
M20699,0.061247060062360276,0.005508443786739905
M33477,-0.00932789475197848,0.0018101302227945882
M00577,-0.0015142345742311933,0.0001413560302950111
M02730,0.018610853704496604,0.002155787432820191
M34456,0.002895782684435805,0.00020821452171124912
M18369,-0.01906296910301252,0.001687330429546766
M33422,-0.006081183336075511,0.0010738631152929134
M02734,-0.009584633200321855,0.0018454402293779132
M43829,-0.003612422633953663,0.0004510823370858783
M20488,0.04730593427612397,0.003445175214712109
M00057,-0.003952529902305707,0.005848876519092215
M00053,0.028226874031742066,0.007826812482708523
M01572,0.011404269358124922,0.002192307253643345
M15122,0.005989988414791845,0.0003445938331527484
M15365,0.002353019327727641,0.00019152587996839498
M15990,-0.014419686303209145,0.001276154452704876
M00058,0.762885303572129,0.0380054704304648
M32346,0.032275042534899136,0.0024458280292817456
M18476,0.03275604798840007,0.002446750697037565
M41754,0.0002835142362730791,4.247680803891268e-05
M32328,0.1921975998627049,0.013714460696290592
M15753,-0.0033557705687542326,0.0014807210530212072
M00059,-0.0022059320550536303,0.00214627912971815
M03127,0.005889312641711143,0.0006398735243176167
M27513,0.0020510877938451533,0.00014534953363082108
M18349,0.10163424488618875,0.00612562573198528
M32405,-0.0010822027896585868,0.0003452078275374201
M33441,0.0012981470145131953,0.0005834784395544063
M01125,-0.04054205296679749,0.004751758908515287
M34407,-0.010136767516907752,0.0012184614263451759
M15140,0.0004356086331030881,9.324187796770856e-05
M00527,0.006353502441292085,0.0006902901973439987
M01645,0.005463195414210902,0.00047489501701174057
M00060,-0.0530160796397688,0.007577613162466882
M01105,0.010042323313391123,0.0011109421883045696
M34035,0.0006475261864067985,0.00016251870693551027
M01301,0.012513976497115895,0.005099003949736185
M01303,0.00346394925379712,0.0003518914401653309
M00584,0.07733833892270628,0.005240053819605203
M01121,0.0002020842559770338,0.002026648099965689
M01302,-0.03562507357425128,0.00519338922468136
M19934,-0.0017120076907993474,0.001234967961100589
M01365,-0.013886624005687584,0.0019007080322247978
M32418,0.013537733294486516,0.0008604702117320269
M01585,-0.01477138996136169,0.0015677706416959672
M27710,0.08160411703242806,0.006355114073202698
M33939,0.00030358893125946254,0.003155015568366932
M35137,0.0028018979915693837,0.0034986859080637107
M33936,0.15634822469602613,0.015586710875538659
M35160,0.06693752977858494,0.0048453165690419565
M01493,0.023371544220425325,0.00311091802168896
M36103,-0.0003878807956175224,0.00019461832506404114
M01336,-0.003971282905010327,0.0019369571626146448
M33447,-0.0054793598934947925,0.0006406618041441659
M44681,0.027135620855463262,0.004481675606657034
M01508,-0.0016893206242613193,0.0005644628923594739
M18254,0.008853485195371392,0.003655032037722782
M32553,-0.0055050901512052166,0.001051752572366364
M35126,-0.0010901652156069701,0.0008238084526495222
M00064,0.01532159071324841,0.0036076257512223683
M22130,0.08137172301832384,0.005506474542126352
M11438,0.05542069440540294,0.004199361570264468
M01444,0.021882766832807363,0.004089336577673354
M33935,0.005483167250741158,0.0007673707522228288
M35127,0.02076020998895863,0.004875345790463316
M01898,-0.0016903575548069816,0.001529928814417524
M32452,-0.007401278521855788,0.0014137167927014487
M33442,-0.006888892254375965,0.002163306163640668
M31555,-0.003913150172979243,0.0026346777625627688
M46225,-0.009720544744816952,0.000652987228588612
M22250,0.00813846843916932,0.0008024775938102242
M18335,-0.019308988352030446,0.0023622083835674323
M01648,0.6214204717305336,0.03166597595662991
M34384,0.004206852455474164,0.00046158447008115794
M01358,0.0015355384043427415,0.0023463678000363894
M33969,-0.0030162060706271543,0.001396088625264468
M34409,0.03604090736609881,0.004402355825708859
M18494,-0.002788445909949746,0.00421144830100432
M36850,-0.007315225041614804,0.001481693054465841
M18392,-0.0018641433721643022,0.0033603958256508753
M18394,-0.006078434493148498,0.005353997162985103
M27738,0.00772039499034942,0.0017349299491853675
M32306,0.006996653056180409,0.0029461549412808166
M00054,-0.03434281992713536,0.005671749185058743
M01299,-0.025183980489832277,0.00561030290506071
M01604,0.05448040063823733,0.003317939857783586
M01670,0.0038323374247018517,0.00043867123789907486
M00606,0.02492700615083988,0.005529049756890392
M01649,-0.0014826800991977372,0.005246784942280412
M03147,0.02013837540041999,0.002313431708259563
M32735,0.0034150772308013315,0.0010849519127778809
M46500,0.0023774526259393593,0.0002841237729832245
M32786,0.02444872545262913,0.002575899484361732
M43258,0.011195372131966032,0.0020402037123252934
M46146,0.013231263236030107,0.001429940322201571
M46355,0.010418561390298566,0.001629331958357649
M32578,0.011598282793898174,0.0015047522801356012
M46594,-0.017363411732124596,0.002176234977769063
M32698,0.021939599750130826,0.0059672054643753
M45413,0.010829873487811177,0.0022390596355569303
M46598,0.019771617444489575,0.00195525556029964
M46599,0.001734389668707309,0.00014013069091608967
M46360,0.08813490066029844,0.005428222280899607
M46443,0.08696771642815954,0.005720762742032746
M46460,-0.02193109555266471,0.005515466056410329
M46600,0.011471883520662387,0.0010663544688851645
M46601,-0.017193387612134042,0.002325877278521603
M47651,0.022880012740747257,0.0017302017189547586
M46603,0.051974397987073734,0.0034782922922474953
M46604,6.345224239470879e-06,3.137109559449082e-05
