pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.13857299127114095,0.01466994826771526
Aminosugar Metabolism,-0.009051182252707884,0.001969785446361334
Ascorbate and Aldarate Metabolism,0.00789087675531582,0.002085778632974752
Benzoate Metabolism,0.036157417235553074,0.008744607384262372
Carnitine Metabolism,0.021940285023291352,0.0036108369211396533
Chemical,0.010047373445023836,0.0026780791096470574
Creatine Metabolism,0.007711363622786661,0.0026462009636108947
Fatty Acid Metabolism (also BCAA Metabolism),-0.017879818656775025,0.0030244215286063807
Fatty Acid Metabolism(Acyl Carnitine),1.09513609172342,0.07038227135780072
"Fatty Acid, Branched",0.004707388267664736,0.005913911106401829
"Fatty Acid, Dicarboxylate",0.012199890814082813,0.0024331631911052756
"Fatty Acid, Monohydroxy",0.028770988004214182,0.0035381688524993562
Food Component/Plant,0.03934065561670876,0.0062123072315960655
"Fructose, Mannose and Galactose Metabolism",0.059652046465499625,0.00515541757863448
Gamma-glutamyl Amino Acid,-0.02415789188122628,0.004900251633504975
Glutamate Metabolism,0.005098235079488792,0.010653621083787226
Glutathione Metabolism,-0.002078113675401387,0.0019096887762505013
Glycerolipid Metabolism,0.008153848751944954,0.00046909486346732507
"Glycine, Serine and Threonine Metabolism",1.6121473441055763,0.0762526967817267
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.06625673894938496,0.0053197203112745175
Hemoglobin and Porphyrin Metabolism,0.16032972703229467,0.012046476211912498
Histidine Metabolism,0.008128903191713156,0.0027096569948300278
Inositol Metabolism,-0.001863297826228898,0.0013538469389272319
Ketone Bodies,0.06880243398581981,0.004897985180248211
"Leucine, Isoleucine and Valine Metabolism",-0.06751372103375913,0.020934109037444512
Long Chain Fatty Acid,-0.009117600503241192,0.010864569744549482
Lysine Metabolism,0.032884363172749384,0.006498444826735814
Lysolipid,0.6989418376067003,0.03810222844964732
Medium Chain Fatty Acid,0.12430259927451529,0.008451476687107606
"Methionine, Cysteine, SAM and Taurine Metabolism",-0.043056110836783734,0.009401937369023712
Monoacylglycerol,0.04413385809431036,0.003635118562879565
Oxidative Phosphorylation,0.07560792166704058,0.006773304149393902
Pantothenate and CoA Metabolism,-0.0025791690276139407,0.0006547248833219647
Phenylalanine and Tyrosine Metabolism,0.11591365714450771,0.012894500174526997
Phospholipid Metabolism,-0.007092419314197977,0.002056460499420379
Polyamine Metabolism,0.009030462774034909,0.002077301273812665
Polyunsaturated Fatty Acid (n3 and n6),0.14706801992696567,0.014546295989879323
Primary Bile Acid Metabolism,0.09514387765439819,0.00930578215928751
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.16207273075887113,0.009686780185303789
"Purine Metabolism, Guanine containing",0.0020402283624566878,0.003333919229902208
"Pyrimidine Metabolism, Uracil containing",0.021883987375927283,0.008255044307201241
Secondary Bile Acid Metabolism,0.04944346140993626,0.003691543931823013
Sphingolipid Metabolism,0.017229174994654158,0.002250989701194648
Steroid,0.07183507407396088,0.010133077830622379
Sterol,0.0004751826186418588,0.000922444078362545
TCA Cycle,0.1364813560220644,0.007504529662904992
Tocopherol Metabolism,0.009690989763418457,0.0008563372329168376
Tryptophan Metabolism,0.13084504440875086,0.010250428855817166
Unknown,0.4398623456498679,0.029387989891467424
Urea cycle; Arginine and Proline Metabolism,0.11315573621960792,0.012570999123876686
Vitamin B6 Metabolism,-0.01082327633572753,0.003623814425425534
Xanthine Metabolism,-0.07275570715440705,0.026107791165787844
