pathway_name,sage_value,sage_value_sd
Amino Acid,0.56203377291154,0.030947904616837097
Carbohydrate,0.003001924502525883,0.003285281125733973
Cofactors and Vitamins,0.009045216772183551,0.001808239180389457
Energy,0.011016898798231176,0.0020319740431722407
Lipid,1.0192307696585137,0.04697036332072666
Nucleotide,0.0644279994012915,0.005314730263383179
Peptide,-0.0016841699199030204,0.0024393976184261187
Unknown,0.11519829733661198,0.007530810472454557
Xenobiotics,0.16333443942739218,0.015926844303376892
