pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,6.628442102173376e-05,1.0703960339984829e-05
Aminosugar Metabolism,1.1606990185056135e-05,1.747198128446787e-06
Ascorbate and Aldarate Metabolism,2.572150635190214e-05,7.766006246058927e-06
Benzoate Metabolism,8.764529076782933e-05,2.57715077925165e-05
Carnitine Metabolism,8.58533004386488e-05,1.7942568938169538e-05
Chemical,6.236728168334187e-07,7.263073361965102e-07
Creatine Metabolism,5.933027160411851e-05,6.707194938242945e-06
Fatty Acid Metabolism (also BCAA Metabolism),0.0002923421087221074,2.100888403159376e-05
Fatty Acid Metabolism(Acyl Carnitine),1.825767749596198e-05,7.653247550673657e-05
"Fatty Acid, Branched",0.00017469689594817292,1.9014978950505445e-05
"Fatty Acid, Dicarboxylate",0.00013459407962291759,1.3756797767381124e-05
"Fatty Acid, Monohydroxy",0.0001749246268294751,1.9404048819194204e-05
Food Component/Plant,4.97111353647319e-06,1.0565159326944629e-05
"Fructose, Mannose and Galactose Metabolism",0.00017599246196646202,1.7742949344387045e-05
Gamma-glutamyl Amino Acid,-0.00023095887820573233,4.406911190672707e-05
Glutamate Metabolism,0.00046766685759497436,2.8329896875525804e-05
Glutathione Metabolism,1.720696549503442e-05,1.1208508747672022e-05
Glycerolipid Metabolism,0.0006013049245929137,3.330210498554552e-05
"Glycine, Serine and Threonine Metabolism",0.0023651118907019653,0.00011406810998060963
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-7.0489526260165e-05,1.1494240875280356e-05
Hemoglobin and Porphyrin Metabolism,-2.7412539389900157e-05,3.742825480008106e-05
Histidine Metabolism,-3.2084979040720355e-05,1.1042181741721717e-05
Inositol Metabolism,0.00012380005999890954,1.61049250699058e-05
Ketone Bodies,6.311631510973434e-05,4.956530254188787e-06
"Leucine, Isoleucine and Valine Metabolism",0.0005602741219148125,6.070431807325958e-05
Long Chain Fatty Acid,0.001489425782462075,8.947390968752571e-05
Lysine Metabolism,3.4063078179104353e-06,9.403772343062389e-06
Lysolipid,0.0015472026595782066,8.693892217789802e-05
Medium Chain Fatty Acid,0.0006236699302958232,4.024023907632775e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",4.5568277224980264e-05,8.0432083007221e-06
Monoacylglycerol,4.697496310552012e-05,4.201557283292106e-06
Oxidative Phosphorylation,8.08323176752855e-05,6.206807962785135e-06
Pantothenate and CoA Metabolism,2.4342136577559983e-05,1.251481774623482e-05
Phenylalanine and Tyrosine Metabolism,-4.7535697919098915e-05,8.925615432812627e-05
Phospholipid Metabolism,1.9278518651941372e-05,5.778088334998444e-06
Polyamine Metabolism,-3.175030095167884e-06,2.352629491818899e-06
Polyunsaturated Fatty Acid (n3 and n6),0.0007424915010955023,4.652266699995057e-05
Primary Bile Acid Metabolism,-0.00012973603210275536,2.115518433093774e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.0004150504689733458,2.7181150564259658e-05
"Purine Metabolism, Guanine containing",2.9155115002369736e-07,1.0212567069851842e-06
"Pyrimidine Metabolism, Uracil containing",3.6405599245588204e-05,9.460014530890748e-06
Secondary Bile Acid Metabolism,1.7827238693092595e-05,2.481349927605025e-06
Sphingolipid Metabolism,-1.551723525015299e-06,1.0117122892401832e-06
Steroid,0.001106267100164165,0.00010029410924140134
Sterol,5.25949977563722e-05,1.0396254304056412e-05
TCA Cycle,0.00024203444334408453,1.6303432986396838e-05
Tocopherol Metabolism,-1.643405666801374e-05,9.333510009664712e-06
Tryptophan Metabolism,-0.0002668280194545082,4.898270684846121e-05
Unknown,0.001710281242880309,8.610664609493238e-05
Urea cycle; Arginine and Proline Metabolism,0.000669632948856564,6.490167038806487e-05
Vitamin B6 Metabolism,3.0065369326015443e-05,1.2946221431641787e-05
Xanthine Metabolism,-0.00014501303662316375,4.154002751353831e-05
