pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,-8.564095987930977e-05,1.1542411255507246e-05
Aminosugar Metabolism,8.791744006565218e-06,4.916709642218938e-05
Ascorbate and Aldarate Metabolism,4.385490211402192e-05,1.8869157554885468e-05
Benzoate Metabolism,3.564965214071639e-05,4.3431746810627965e-05
Carnitine Metabolism,5.918638566613953e-05,1.699931658657696e-05
Chemical,0.00019827133059969676,2.669018531712018e-05
Creatine Metabolism,0.000980055930418608,6.885847371104417e-05
Fatty Acid Metabolism (also BCAA Metabolism),-0.00014886124310826523,2.323441599414037e-05
Fatty Acid Metabolism(Acyl Carnitine),-0.00028549715969097296,0.0001251010639268898
"Fatty Acid, Branched",0.00032765649221827364,2.8210828993112342e-05
"Fatty Acid, Dicarboxylate",-8.517258558062556e-05,1.5072669082848927e-05
"Fatty Acid, Monohydroxy",5.920950717786822e-06,2.1676513328086226e-06
Food Component/Plant,0.001830289886231448,9.676871486358218e-05
"Fructose, Mannose and Galactose Metabolism",0.0011158373083629714,6.721536561829992e-05
Gamma-glutamyl Amino Acid,-0.000269226882057331,1.7511672089577187e-05
Glutamate Metabolism,0.0015840048500668034,0.00010550794859171996
Glutathione Metabolism,2.3329154651026267e-06,3.0099163907170313e-06
Glycerolipid Metabolism,0.0003585858753255995,2.3671003848580272e-05
"Glycine, Serine and Threonine Metabolism",0.0023319767831406595,0.00015008158810067974
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0012752400955915238,8.054782836167096e-05
Hemoglobin and Porphyrin Metabolism,4.2142964774378846e-05,1.425538803166709e-05
Histidine Metabolism,4.097119589879101e-05,5.690985404905677e-06
Inositol Metabolism,9.167875606208567e-06,2.275306634937856e-05
Ketone Bodies,0.000478265300674042,2.9330493799373982e-05
"Leucine, Isoleucine and Valine Metabolism",-0.0008915860429265206,0.00011537879133267133
Long Chain Fatty Acid,0.002201522265794615,0.00013480699416097455
Lysine Metabolism,0.00024853147779120387,3.3627024574302556e-05
Lysolipid,0.0011171100743475437,0.0001197356004118148
Medium Chain Fatty Acid,8.624461342193144e-05,2.549031351467341e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",-0.00013206852172394762,2.3960531430263965e-05
Monoacylglycerol,0.00014011204109691563,1.210699355369972e-05
Oxidative Phosphorylation,0.00021293760127834486,1.2245624383085157e-05
Pantothenate and CoA Metabolism,-4.330244214136827e-05,8.521808519188912e-06
Phenylalanine and Tyrosine Metabolism,0.0017170054291401476,9.150611266867567e-05
Phospholipid Metabolism,0.00014308631686718717,1.6916153564672604e-05
Polyamine Metabolism,-1.3690553649982035e-05,2.0660769275257816e-06
Polyunsaturated Fatty Acid (n3 and n6),0.00029713823258687284,3.305387048275957e-05
Primary Bile Acid Metabolism,0.001105802842012678,8.490991083767706e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.00076778942668632,4.6355707617537e-05
"Purine Metabolism, Guanine containing",9.564606728005547e-05,1.613521697949593e-05
"Pyrimidine Metabolism, Uracil containing",3.160867396524763e-05,2.8074868705898444e-05
Secondary Bile Acid Metabolism,0.0004385931350941669,2.9250885927991273e-05
Sphingolipid Metabolism,-8.031191247205236e-06,1.5429154044882334e-06
Steroid,0.0020402543401194764,0.00010650299227251289
Sterol,3.729910976521241e-06,2.42672986831089e-06
TCA Cycle,-0.0006322352079609893,4.180674446832526e-05
Tocopherol Metabolism,1.808919586293013e-05,1.4663454159335738e-06
Tryptophan Metabolism,0.0001433855007011663,3.5364931456332965e-05
Unknown,0.0006031712211873598,0.00012694350719619072
Urea cycle; Arginine and Proline Metabolism,-6.047000564325838e-05,6.192342863207402e-05
Vitamin B6 Metabolism,0.00010151827194743885,5.442098100625408e-05
Xanthine Metabolism,0.008631453362669655,0.00040091296827311003
