pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.00011315310806814478,2.371242005948395e-05
Aminosugar Metabolism,1.310530738622235e-05,2.4704714384057168e-06
Ascorbate and Aldarate Metabolism,1.1984095491852556e-05,2.742432857255582e-06
Benzoate Metabolism,0.0020063293326741736,0.00010778042160834549
Carnitine Metabolism,0.00011922662229496233,2.135849127159099e-05
Chemical,-7.676790687138634e-06,1.9707592316864794e-06
Creatine Metabolism,0.00025388046013853323,2.4736244017645173e-05
Fatty Acid Metabolism (also BCAA Metabolism),0.000445853526717463,3.3746083377945666e-05
Fatty Acid Metabolism(Acyl Carnitine),5.4028691463694304e-05,2.8267929611026597e-05
"Fatty Acid, Branched",1.4123711002174505e-05,1.5255644411267786e-05
"Fatty Acid, Dicarboxylate",0.00013931751086405502,1.890386787975849e-05
"Fatty Acid, Monohydroxy",-1.8168621018094975e-06,6.322656913697766e-06
Food Component/Plant,0.00022835505032790186,4.327487817781991e-05
"Fructose, Mannose and Galactose Metabolism",-9.900942350740093e-05,2.3287717391034323e-05
Gamma-glutamyl Amino Acid,-0.00017732310079585453,4.553655779536467e-05
Glutamate Metabolism,0.0006715989447252862,5.156368374645005e-05
Glutathione Metabolism,6.782859598973296e-06,3.62166845258936e-06
Glycerolipid Metabolism,-0.00017684598527649572,1.9178729248045913e-05
"Glycine, Serine and Threonine Metabolism",0.00018948658914995944,2.4735739582347516e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0002805714550701084,2.556771315208448e-05
Hemoglobin and Porphyrin Metabolism,0.00028699089969781905,3.077227402113576e-05
Histidine Metabolism,6.276609803332872e-05,1.8622897312387593e-05
Inositol Metabolism,8.87248342146345e-05,1.9912638746068216e-05
Ketone Bodies,-4.4184704992699034e-05,4.66644526602542e-06
"Leucine, Isoleucine and Valine Metabolism",0.0011966761243151344,9.035612942234464e-05
Long Chain Fatty Acid,-0.00039548464902331316,7.612320586922023e-05
Lysine Metabolism,9.705098573469835e-05,2.1604922769694252e-05
Lysolipid,0.00011983413036081014,3.1273963148602245e-05
Medium Chain Fatty Acid,-4.157216669272693e-05,2.0224371741257587e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",3.1098627316541484e-06,1.3126537291995942e-05
Monoacylglycerol,-2.3834745243094817e-05,3.870240042346777e-06
Oxidative Phosphorylation,-8.458760080259223e-05,1.804908318017682e-05
Pantothenate and CoA Metabolism,5.241626960261737e-05,8.103376389108354e-06
Phenylalanine and Tyrosine Metabolism,0.0007770481771346539,5.7631313148191674e-05
Phospholipid Metabolism,-8.087358804961297e-05,1.2531599982412881e-05
Polyamine Metabolism,5.1304505860317605e-05,1.4580972644957222e-05
Polyunsaturated Fatty Acid (n3 and n6),-0.00010280717010138975,2.3090851168155033e-05
Primary Bile Acid Metabolism,-7.387233496328119e-05,3.740623986296759e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-8.45711583330349e-06,1.2581967411369012e-05
"Purine Metabolism, Guanine containing",0.0001223449032111009,1.6550662268499222e-05
"Pyrimidine Metabolism, Uracil containing",2.1745142415165482e-05,7.766726086036817e-06
Secondary Bile Acid Metabolism,-1.0178038748990321e-07,1.7080441849298265e-05
Sphingolipid Metabolism,1.3631923425897582e-05,1.2201443599082964e-05
Steroid,0.0013820065720548545,9.752532043295811e-05
Sterol,4.143035271293927e-05,9.409716760581988e-06
TCA Cycle,0.0002952478917698353,2.4486587606595813e-05
Tocopherol Metabolism,-1.785071956119591e-05,6.844331842656666e-06
Tryptophan Metabolism,0.0003401925465440835,4.9042205504717446e-05
Unknown,0.0029648143110063557,0.00013406078879948154
Urea cycle; Arginine and Proline Metabolism,0.0001223706367858438,3.2992242942583455e-05
Vitamin B6 Metabolism,0.00015667489732146408,2.7052879283724e-05
Xanthine Metabolism,0.0006372918497212172,6.598497267713046e-05
