pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,-5.306623063497474e-05,5.959453242993866e-06
Aminosugar Metabolism,0.00011591396146940035,7.77818969017114e-06
Ascorbate and Aldarate Metabolism,7.73521210374434e-05,9.108518675942709e-06
Benzoate Metabolism,0.00019241521396171343,2.023534153058091e-05
Carnitine Metabolism,0.0001459630632834117,1.0408778864440983e-05
Chemical,-3.722617126329489e-06,1.5189499106613336e-06
Creatine Metabolism,0.0006491961344935678,2.748648677863425e-05
Fatty Acid Metabolism (also BCAA Metabolism),0.00022217581166253882,2.4400375555897202e-05
Fatty Acid Metabolism(Acyl Carnitine),5.631145235376849e-05,4.222443259337488e-05
"Fatty Acid, Branched",2.5292329783791073e-05,5.221428393592425e-06
"Fatty Acid, Dicarboxylate",0.00015349102813840557,1.343280992395358e-05
"Fatty Acid, Monohydroxy",0.0005134114753677344,2.631832408065043e-05
Food Component/Plant,-0.00010932057714587144,1.9330921470570396e-05
"Fructose, Mannose and Galactose Metabolism",2.356093279596818e-05,3.02986758250661e-05
Gamma-glutamyl Amino Acid,0.0006997430024286876,2.844746266466052e-05
Glutamate Metabolism,0.00031857557717695925,1.6608327186507967e-05
Glutathione Metabolism,5.7561321928959415e-05,9.094518796264632e-06
Glycerolipid Metabolism,0.0007786298669069928,3.096980916718909e-05
"Glycine, Serine and Threonine Metabolism",-0.0002904660516583025,3.619773657721522e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0003556864202006417,3.124640938036919e-05
Hemoglobin and Porphyrin Metabolism,0.00015293155103415795,8.493942294294831e-06
Histidine Metabolism,3.7777219422947505e-05,4.0630412530150945e-06
Inositol Metabolism,7.595235639433562e-07,4.4878085316755487e-07
Ketone Bodies,-0.00013134461235793645,1.3926260764177361e-05
"Leucine, Isoleucine and Valine Metabolism",0.0015516148326599052,5.9997954690141335e-05
Long Chain Fatty Acid,0.0013248695048929812,5.296790968195174e-05
Lysine Metabolism,-9.68920632628023e-07,6.186777911462748e-06
Lysolipid,0.000996667719306001,3.6609802358317944e-05
Medium Chain Fatty Acid,0.0007099638394732593,3.200221437603845e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",0.0001760306198844834,1.124876306970259e-05
Monoacylglycerol,1.8381349886676055e-05,2.0524943924242214e-06
Oxidative Phosphorylation,0.00018416866641248424,9.57810662469451e-06
Pantothenate and CoA Metabolism,0.00031973484120542423,1.9052780623334802e-05
Phenylalanine and Tyrosine Metabolism,0.0011296972350294024,4.321432890246704e-05
Phospholipid Metabolism,0.00039224515901432205,1.7109606335783097e-05
Polyamine Metabolism,-4.1775025421141965e-06,2.352044060844309e-06
Polyunsaturated Fatty Acid (n3 and n6),0.0007021913678789126,3.1993131988161364e-05
Primary Bile Acid Metabolism,-3.879302221840832e-05,4.552103314860254e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",8.958858877491502e-05,5.245631692086279e-06
"Purine Metabolism, Guanine containing",9.94187083126921e-06,2.267047937989526e-06
"Pyrimidine Metabolism, Uracil containing",5.058669440210483e-05,6.343487499781093e-06
Secondary Bile Acid Metabolism,-4.934206412010783e-05,4.549509751126513e-06
Sphingolipid Metabolism,8.11273433351798e-06,6.058234952959783e-06
Steroid,-0.0006559893060599149,7.511368340748009e-05
Sterol,1.2846504595453066e-05,2.964685476645753e-06
TCA Cycle,-0.00020024244756456798,1.4970262619748799e-05
Tocopherol Metabolism,8.515505452085626e-05,4.419056828878488e-06
Tryptophan Metabolism,0.00014938487135491952,1.2279583644746396e-05
Unknown,0.0011462488892530884,4.487540918172377e-05
Urea cycle; Arginine and Proline Metabolism,0.00045178199928484183,3.733507765620986e-05
Vitamin B6 Metabolism,0.0004206108857993342,3.014017715393082e-05
Xanthine Metabolism,-3.3896154063310996e-06,9.755438334538909e-06
