pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,4.077280069840061e-05,9.689457749299101e-06
Aminosugar Metabolism,4.90128628487909e-05,1.0407791845031652e-05
Ascorbate and Aldarate Metabolism,7.865097992697548e-06,3.274775012948448e-06
Benzoate Metabolism,5.67655569738861e-05,1.059590012476584e-05
Carnitine Metabolism,3.924473656400582e-06,1.1560542385267497e-06
Chemical,0.00014262115434003026,1.336051924880861e-05
Creatine Metabolism,0.0001279432658478701,1.3665474713045027e-05
Fatty Acid Metabolism (also BCAA Metabolism),2.0809071215624472e-05,1.9524273421232306e-06
Fatty Acid Metabolism(Acyl Carnitine),0.0007387350554738244,6.0871530762359634e-05
"Fatty Acid, Branched",4.065319238188036e-05,6.891220060455338e-06
"Fatty Acid, Dicarboxylate",1.3049776143788779e-05,4.989533621239932e-06
"Fatty Acid, Monohydroxy",0.0002193801120687154,1.7918966289754426e-05
Food Component/Plant,0.00017031197000476163,1.3353451947179141e-05
"Fructose, Mannose and Galactose Metabolism",0.0006514412152485691,3.516644637805345e-05
Gamma-glutamyl Amino Acid,0.00019434140062937275,1.2876582158592805e-05
Glutamate Metabolism,0.001122492072997734,4.888181687042379e-05
Glutathione Metabolism,-1.1704454765147898e-06,7.950626014012406e-07
Glycerolipid Metabolism,8.658018655406012e-05,1.683317837009773e-05
"Glycine, Serine and Threonine Metabolism",0.0012447026954468903,8.098531322569775e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0006627088493842029,3.989695821308233e-05
Hemoglobin and Porphyrin Metabolism,0.00030876015002018745,2.546658845776477e-05
Histidine Metabolism,0.00021500426827091184,2.057665336838684e-05
Inositol Metabolism,8.88247814212977e-05,9.588385206865654e-06
Ketone Bodies,1.8317010966109274e-05,7.125420918273369e-06
"Leucine, Isoleucine and Valine Metabolism",0.0017472728352335254,9.545672590324633e-05
Long Chain Fatty Acid,0.00014759619325597706,1.7133255309650723e-05
Lysine Metabolism,0.00019082549938419553,1.8428044507841796e-05
Lysolipid,0.0010373279272838062,6.208500490543008e-05
Medium Chain Fatty Acid,0.00010588943642970191,2.083694309155971e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",0.00045609624967926247,2.863451721836994e-05
Monoacylglycerol,2.6674886421594226e-06,2.753820969076835e-06
Oxidative Phosphorylation,4.9980895217765714e-05,9.561355763414327e-06
Pantothenate and CoA Metabolism,1.0139189193072606e-05,1.7560920428226028e-06
Phenylalanine and Tyrosine Metabolism,0.0012878909163994096,7.231387678250329e-05
Phospholipid Metabolism,0.0001111876391501891,1.7930494747073014e-05
Polyamine Metabolism,4.483581316203725e-05,5.378009023840524e-06
Polyunsaturated Fatty Acid (n3 and n6),8.870458211561122e-05,9.453925742279327e-06
Primary Bile Acid Metabolism,0.00010032338417558136,1.1716775310906243e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",5.1749166792922276e-05,2.0702148751051884e-05
"Purine Metabolism, Guanine containing",4.381919667065497e-06,1.8299230173419538e-06
"Pyrimidine Metabolism, Uracil containing",7.281583760479451e-05,1.1258122076450305e-05
Secondary Bile Acid Metabolism,-4.015405287310623e-06,5.1165795207560155e-06
Sphingolipid Metabolism,0.00022124179594238614,1.4410373753608804e-05
Steroid,0.0018773292740498215,0.0001361927188462513
Sterol,0.00013420827854724682,1.0253641222649873e-05
TCA Cycle,2.4163841529310095e-05,3.866815507658894e-06
Tocopherol Metabolism,1.3514325363009385e-05,2.8206371673736224e-06
Tryptophan Metabolism,0.0007251487142373657,4.038365824262664e-05
Unknown,0.0027530161719260884,0.00010762051171831224
Urea cycle; Arginine and Proline Metabolism,0.00010586181883314098,1.4657232275902207e-05
Vitamin B6 Metabolism,3.5477286927685195e-07,2.2570049174935772e-06
Xanthine Metabolism,0.0007387520145739792,7.102374168297121e-05
