pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.0004931901903754273,6.578477770467534e-05
Aminosugar Metabolism,-5.55651274827599e-05,7.016887326505264e-06
Ascorbate and Aldarate Metabolism,0.00037325528529675894,3.643910427125056e-05
Benzoate Metabolism,0.0005881636826100572,5.9611261685966186e-05
Carnitine Metabolism,9.721840657666283e-05,1.992154764145052e-05
Chemical,0.0003168041761994535,3.9385408886037614e-05
Creatine Metabolism,0.0011079486208789462,6.176143322260699e-05
Fatty Acid Metabolism (also BCAA Metabolism),0.00038611593652089303,3.765370811344101e-05
Fatty Acid Metabolism(Acyl Carnitine),8.171264754015642e-05,4.4581106312862883e-05
"Fatty Acid, Branched",-1.1462946947858881e-06,8.727205286398286e-06
"Fatty Acid, Dicarboxylate",0.00036596170687227614,5.274468602284589e-05
"Fatty Acid, Monohydroxy",6.55096371544019e-05,1.5211547679743807e-05
Food Component/Plant,-1.428443842408534e-05,5.030288814410868e-05
"Fructose, Mannose and Galactose Metabolism",0.0007859659847200313,5.525016503459308e-05
Gamma-glutamyl Amino Acid,0.002483339731907002,0.00012272550979327236
Glutamate Metabolism,0.0013685892142833273,7.88395402170462e-05
Glutathione Metabolism,-2.913152346637831e-05,8.049281686506948e-06
Glycerolipid Metabolism,-6.860079260423667e-05,9.554533015544866e-06
"Glycine, Serine and Threonine Metabolism",0.007831412768910275,0.00035181789875137127
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0020379848273357937,9.523812032003525e-05
Hemoglobin and Porphyrin Metabolism,0.0013050728185779563,7.666600144432957e-05
Histidine Metabolism,2.024372685118285e-05,5.836669698785522e-05
Inositol Metabolism,1.980309178764241e-05,4.881123488970276e-06
Ketone Bodies,0.0005522681440773592,3.1002138301841603e-05
"Leucine, Isoleucine and Valine Metabolism",-0.0007150585271835305,0.0001262600998741887
Long Chain Fatty Acid,0.00030211163879786105,2.412939171920651e-05
Lysine Metabolism,0.0004121682255635429,7.05209398816251e-05
Lysolipid,0.011645913723800005,0.0005423723447151143
Medium Chain Fatty Acid,0.0007010684032753479,4.4005473120595046e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",-0.0001434115504845443,7.821668060268258e-05
Monoacylglycerol,2.0148474461721777e-05,2.9460671733752774e-06
Oxidative Phosphorylation,0.001141582899854642,6.313735020057889e-05
Pantothenate and CoA Metabolism,9.056422286840347e-05,1.4988688088562392e-05
Phenylalanine and Tyrosine Metabolism,0.0017652193060388327,8.737186312084574e-05
Phospholipid Metabolism,3.54726627795783e-05,4.190504309418675e-06
Polyamine Metabolism,-2.2762637738965898e-05,2.764018836509615e-06
Polyunsaturated Fatty Acid (n3 and n6),0.0006623320600973266,9.686603910753078e-05
Primary Bile Acid Metabolism,0.0015441638477200475,0.00010807165065631147
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.0022078458576574368,9.707753209988635e-05
"Purine Metabolism, Guanine containing",0.00011286755880797465,4.163874421172772e-05
"Pyrimidine Metabolism, Uracil containing",0.0005166292932574,7.123975670786946e-05
Secondary Bile Acid Metabolism,0.0008880710134724842,4.332141359295087e-05
Sphingolipid Metabolism,0.00028386884388057794,2.574954398625465e-05
Steroid,0.0008981054065155649,6.229451642426399e-05
Sterol,3.231349059050491e-05,1.3562213796355135e-05
TCA Cycle,0.0004320622933431178,2.042177396500864e-05
Tocopherol Metabolism,0.0002585945896132347,1.4806504791539657e-05
Tryptophan Metabolism,0.0007300536139596825,7.824397830528153e-05
Unknown,0.004924840510072901,0.00021951387682342746
Urea cycle; Arginine and Proline Metabolism,0.0012417975686603293,7.325919838155371e-05
Vitamin B6 Metabolism,0.00012824188310030035,2.4009312322017844e-05
Xanthine Metabolism,-0.0008528310398221604,0.00024217102335884444
