pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.00023468594452475303,3.504677035894472e-05
Aminosugar Metabolism,0.00032181584984312494,3.7021429139163844e-05
Ascorbate and Aldarate Metabolism,2.2482306208591946e-05,1.2186629349397342e-05
Benzoate Metabolism,0.00031478903787404645,3.6943501421804294e-05
Carnitine Metabolism,-3.4508991983277367e-06,3.6579638368322193e-06
Chemical,0.0006429263357054422,5.2702889338858305e-05
Creatine Metabolism,0.0008714913338801988,6.576849788096723e-05
Fatty Acid Metabolism (also BCAA Metabolism),3.650761209818475e-05,1.2681838746636983e-05
Fatty Acid Metabolism(Acyl Carnitine),0.002570481616565856,0.0002251496398577608
"Fatty Acid, Branched",0.0002726585409624186,2.4942813211153398e-05
"Fatty Acid, Dicarboxylate",7.105118248976421e-05,1.478600462126964e-05
"Fatty Acid, Monohydroxy",0.0008755033647345188,6.64014297251286e-05
Food Component/Plant,0.0007060230166845967,5.40136111764806e-05
"Fructose, Mannose and Galactose Metabolism",0.0034574374850325435,0.00014245026731487457
Gamma-glutamyl Amino Acid,0.0007834484519920867,5.834175487714012e-05
Glutamate Metabolism,0.005053364119478828,0.0001984805044128376
Glutathione Metabolism,3.6733854697568353e-06,3.910858836781794e-06
Glycerolipid Metabolism,0.00020444783175628672,6.862900756091498e-05
"Glycine, Serine and Threonine Metabolism",0.00667477103558674,0.0003222545526281688
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.00312937538844388,0.00015860522783065203
Hemoglobin and Porphyrin Metabolism,0.0009804827593702483,9.609031795889887e-05
Histidine Metabolism,0.0012819918309189817,8.403683985873194e-05
Inositol Metabolism,0.00044417034584056693,4.191092478302039e-05
Ketone Bodies,0.00042146305720560404,3.5344565713011144e-05
"Leucine, Isoleucine and Valine Metabolism",0.009124819137007205,0.00035118603409190255
Long Chain Fatty Acid,0.0015685151864910677,7.955262644540702e-05
Lysine Metabolism,0.0011165002899613575,6.947247920094722e-05
Lysolipid,0.0034101276431175633,0.00023016236360526619
Medium Chain Fatty Acid,0.0006081457166318938,9.5339536636523e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",0.0025742881520699323,0.00011377483086677409
Monoacylglycerol,-3.603617770532926e-05,1.0746335862473753e-05
Oxidative Phosphorylation,0.00030144717095275926,3.450330645174673e-05
Pantothenate and CoA Metabolism,5.970379938396564e-05,8.349624917506442e-06
Phenylalanine and Tyrosine Metabolism,0.007727410691590894,0.00030006559062232684
Phospholipid Metabolism,0.00017104213691336687,6.731927261646034e-05
Polyamine Metabolism,0.00017567272833359274,2.131957562295536e-05
Polyunsaturated Fatty Acid (n3 and n6),0.0008510278988121643,5.0150662795632376e-05
Primary Bile Acid Metabolism,0.0005355730290673145,4.5089617191359904e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",5.9768885477674976e-05,9.128230007101666e-05
"Purine Metabolism, Guanine containing",1.534223833522348e-05,6.2097693183402295e-06
"Pyrimidine Metabolism, Uracil containing",0.0003121353139437217,4.4602040432420315e-05
Secondary Bile Acid Metabolism,-5.769597896754458e-05,1.6580657594171086e-05
Sphingolipid Metabolism,0.0010056229213938031,5.498136524728614e-05
Steroid,0.007573470279354787,0.0005390478363749271
Sterol,0.0006106279958160967,3.897657319927627e-05
TCA Cycle,0.00013183413210147695,1.5827607309553584e-05
Tocopherol Metabolism,2.456819180209125e-05,9.71606068601097e-06
Tryptophan Metabolism,0.004294514373904391,0.0001612552035485694
Unknown,0.01096305376791132,0.00042436979259099367
Urea cycle; Arginine and Proline Metabolism,0.0006365917370935358,6.519609500242437e-05
Vitamin B6 Metabolism,2.3978142560968435e-05,6.6722947169409015e-06
Xanthine Metabolism,0.0024484380485012237,0.0002566416224392591
