metabolite_id,sage_value,sage_value_sd
M33228,-6.75395377090137e-05,3.660050804660341e-05
M35186,9.866071656237512e-05,8.819667340061593e-06
M34214,-3.9255558823316576e-05,2.993457788868555e-05
M34419,1.9241651070393793e-06,7.208164605173814e-06
M32635,0.0002760076778732908,2.024562145261992e-05
M34395,0.00010751608633760129,2.917046216853346e-05
M34389,0.00010898689099329515,1.7146524286389593e-05
M48258,3.4356697282904404e-05,6.97314555909604e-06
M35628,2.9170836317117576e-05,2.407776883339669e-06
M33230,9.524573435074343e-06,2.6525125103538703e-06
M21127,-4.123187571669092e-05,1.862737448482574e-05
M33955,7.611096948418049e-05,2.175868314377714e-05
M35631,0.00010117792775520794,1.3949581920581198e-05
M33961,-3.315062110369773e-06,1.9211488128863186e-05
M42398,7.871533087735112e-05,1.2580812757326537e-05
M19324,0.00015655870697598454,2.1847573491876806e-05
M20675,2.4206645776189364e-05,4.1317899081033645e-06
M34400,0.00041790823740533225,3.7273099784820096e-05
M33971,-9.770477678898747e-05,2.316622761181042e-05
M33972,-0.00010706285902386613,2.145814677226528e-05
M32497,6.993989350154379e-05,6.289642513801977e-06
M42374,1.4017556319903314e-06,2.1722281678593907e-06
M35675,5.891358143577062e-06,4.498388478264794e-06
M17945,-7.815653474170521e-06,2.155981481920737e-06
M45095,9.164774896441487e-05,9.357332769741186e-06
M35253,-7.718916558323024e-05,2.238498549512451e-05
M32197,0.0001799907972350086,1.400817976032472e-05
M31787,-2.805936300656054e-05,1.0614633952667624e-05
M46410,0.0007323123669303554,5.0540653211912004e-05
M00542,-1.3137724620274965e-05,7.09197911206693e-06
M27672,0.000447052303274091,8.18885883984128e-05
M12017,-1.8502213405397556e-06,3.0025719996954975e-06
M44526,0.0003530896434645815,4.076245534871129e-05
M15676,0.00026142517087799976,2.2841497640799096e-05
M15677,1.9684328128184386e-05,1.5122439560599633e-05
M36099,0.0018776604683154213,8.612180536028178e-05
M22116,0.00045556897925951224,3.6472953900497585e-05
M36098,0.0033983018965447562,9.861522313284395e-05
M33968,-8.361431191087913e-05,1.5561424846330227e-05
M01494,5.551059917281297e-05,1.680686715304005e-05
M36776,-1.9179162184054893e-05,2.120378708178041e-06
M34390,-3.837828131269858e-06,1.8579577764758061e-06
M32198,0.00019536603494040713,4.594634406677059e-05
M32980,-2.8885671956837742e-05,9.47295135436788e-06
M01126,0.0003375315139031131,4.331171664617567e-05
M01107,-0.00017933633644152578,3.123429323843035e-05
M33937,0.0006710375175961498,3.6928947123221684e-05
M33453,0.0003170944833386692,1.7990929455682435e-05
M01561,1.8843303029994706e-06,1.2108207174520452e-05
M31591,0.00016726507808506954,1.620000262510957e-05
M01110,1.9700641585089812e-05,3.5090824649436775e-05
M01638,0.0007872246923840785,4.779865324227046e-05
M00512,0.00020555275447645897,2.2811087146855252e-05
M12129,0.00143468715989317,0.00011353319552672685
M03141,6.146216349531481e-05,1.0999051391700927e-05
M32586,3.433047666315832e-05,6.770316443572044e-06
M43807,0.00015731194110238633,1.4189197665406018e-05
M02137,0.00016241437183471828,1.5158212961011741e-05
M32412,0.0012261764165218028,6.623509501612426e-05
M00569,0.00047934493390361604,4.041722572786001e-05
M01642,0.0001874231032319806,2.7406440805126553e-05
M32492,0.0002600894047685426,3.592433399318306e-05
M15500,0.000994032441783034,5.6713773239703736e-05
M35320,0.0027356178350234957,0.00010094816044089874
M22842,-6.36102787805982e-05,3.183797166268954e-05
M00063,6.549309239960097e-05,1.4398374857024212e-05
M15506,5.70729008424945e-06,3.4491654477608093e-06
M01564,0.0007923963311994674,5.1874429313297076e-05
M02132,-7.3681097813519045e-06,1.2329705165519532e-05
M01712,5.2114617203785486e-05,6.048461699260911e-06
M01769,0.0002611946852497058,2.279884604140883e-05
M27718,-5.474359394080846e-06,3.0132190022264944e-06
M00513,2.3682813593537384e-05,1.2429743432960674e-05
M31453,-7.578414779767507e-06,3.326897619859154e-05
M33941,0.00012945690620891345,2.0502497894006376e-05
M32425,0.0004171049452525368,2.8774637806628173e-05
M17805,-1.5320287308363026e-05,1.315873231712415e-05
M35718,0.00016482415723744948,1.3607830521599649e-05
M44675,7.145550749909373e-05,1.0362966488270554e-05
M32504,5.004162940140348e-05,3.877922460351616e-06
M32388,0.00046374126059773327,3.596485665698637e-05
M18467,2.8525260933159173e-05,2.5276365032325344e-06
M33587,-6.316852534699471e-05,1.978733999965737e-05
M33973,0.00032171606498787163,2.9319243918020047e-05
M20699,0.0003993514900381224,2.5582780659655534e-05
M33477,0.00017117088416943976,2.0354695770760483e-05
M00577,-0.00026150628747535065,7.874144308702364e-05
M02730,5.815694435870655e-05,8.400130309360706e-06
M34456,3.890502448339289e-05,3.9618922017903364e-05
M18369,-4.5847497020349624e-05,4.992366241136954e-05
M33422,2.3661986967274532e-05,1.1988865348444168e-05
M02734,-1.5702165372375878e-05,5.799018057632052e-06
M43829,0.00016934843772791473,4.593481037021351e-05
M20488,0.0004228849573762962,3.7991640125536625e-05
M00057,3.6762935201675716e-06,3.6770981877068545e-05
