pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.001128665366172162,8.917183295666213e-05
Aminosugar Metabolism,0.00015564474870188372,2.698566643801328e-05
Ascorbate and Aldarate Metabolism,0.00028987739636591423,3.695154050193222e-05
Benzoate Metabolism,0.0021963501099647744,0.0001771382951351151
Carnitine Metabolism,5.261238873966876e-05,2.5742842862669384e-05
Chemical,0.0004844222890229551,4.643289315969002e-05
Creatine Metabolism,0.0004239078124943458,6.972828874994073e-05
Fatty Acid Metabolism (also BCAA Metabolism),0.00025984381831619096,3.9645222595563886e-05
Fatty Acid Metabolism(Acyl Carnitine),0.0035505744154482204,0.00024744892396818635
"Fatty Acid, Branched",0.0017870666544292759,0.00020146909790461713
"Fatty Acid, Dicarboxylate",0.0009505446320330462,8.536664033321806e-05
"Fatty Acid, Monohydroxy",0.004852342138320414,0.0002280353769168052
Food Component/Plant,0.0005396441020218189,5.745813522541365e-05
"Fructose, Mannose and Galactose Metabolism",0.0009386304978627514,8.303607388676319e-05
Gamma-glutamyl Amino Acid,0.0005106332068449992,6.180184283133111e-05
Glutamate Metabolism,0.0019071406617321832,0.00015360516757503907
Glutathione Metabolism,-2.439988051892861e-06,2.969669225167728e-06
Glycerolipid Metabolism,0.001862524886977119,9.880124911040608e-05
"Glycine, Serine and Threonine Metabolism",0.0028442581325313454,0.00016280059689583614
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.002954691605270112,0.00017135656473604168
Hemoglobin and Porphyrin Metabolism,0.00010436474838948552,6.620917198355007e-05
Histidine Metabolism,0.002422101727092924,0.00014016893897323676
Inositol Metabolism,0.0013609588240305628,8.637769833927112e-05
Ketone Bodies,0.0002239763455864338,2.2509467417827013e-05
"Leucine, Isoleucine and Valine Metabolism",0.0019052972809881488,0.00011670841247810517
Long Chain Fatty Acid,0.0023108571555977065,0.00041585371787474467
Lysine Metabolism,5.6945311003343404e-05,1.7592357513001815e-05
Lysolipid,0.008483345304892734,0.0003721758153176091
Medium Chain Fatty Acid,0.0005090354165082772,5.673370135305574e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",0.0013533344552688889,8.41863681963922e-05
Monoacylglycerol,0.0015592544295847488,0.00011544653836673913
Oxidative Phosphorylation,0.00042976518753773976,5.744963525359406e-05
Pantothenate and CoA Metabolism,2.648427265332764e-05,1.2517219924957916e-05
Phenylalanine and Tyrosine Metabolism,0.003160766314098404,0.0001586908639367572
Phospholipid Metabolism,0.0002343276612074022,5.1236099745898534e-05
Polyamine Metabolism,0.0001053741357751689,2.063832874614322e-05
Polyunsaturated Fatty Acid (n3 and n6),0.0012485246103632259,0.0001982992595644891
Primary Bile Acid Metabolism,0.0003052365158955374,3.17808174230073e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-2.8316237754777388e-05,4.319944818706924e-05
"Purine Metabolism, Guanine containing",1.2960077532759972e-05,1.1585544790591616e-05
"Pyrimidine Metabolism, Uracil containing",0.00038246690929432444,4.44390440523802e-05
Secondary Bile Acid Metabolism,5.033530133201582e-06,4.097347830475994e-06
Sphingolipid Metabolism,0.0005941397164278633,5.246745195916326e-05
Steroid,0.0012140928314504087,0.00034325569910359017
Sterol,0.0008280139843548711,5.755419707440942e-05
TCA Cycle,0.0007171022219297895,5.79700667940812e-05
Tocopherol Metabolism,4.941405952978813e-05,1.2775778016122315e-05
Tryptophan Metabolism,0.0025054308000851708,0.00014937126733952408
Unknown,0.002955261630129026,0.00023837649310312782
Urea cycle; Arginine and Proline Metabolism,0.004358067829977339,0.0002350307743565766
Vitamin B6 Metabolism,0.00010709934661817042,2.6931971087472364e-05
Xanthine Metabolism,0.0024617497195587898,0.0002583407174968122
