pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,0.12142597115160608,0.0072858250818967135
Aminosugar Metabolism,0.01686307009789214,0.0011235124774919513
Ascorbate and Aldarate Metabolism,0.02355716946366333,0.004914192089479158
Benzoate Metabolism,0.04093899027266729,0.00403970259601102
Carnitine Metabolism,0.0053931411645673395,0.0005824038156986075
Chemical,0.00975739054447285,0.0012285465207625239
Creatine Metabolism,-0.03739161745399843,0.008399626168598668
Fatty Acid Metabolism (also BCAA Metabolism),0.09890760714545238,0.005486080630233201
Fatty Acid Metabolism(Acyl Carnitine),0.20905375429032927,0.01026996280688834
"Fatty Acid, Branched",-0.002259069598590781,0.000629321497168515
"Fatty Acid, Dicarboxylate",0.3028392679716077,0.016141180607535853
"Fatty Acid, Monohydroxy",0.05734867618800681,0.00416655397727599
Food Component/Plant,0.08384103836534787,0.004184250077474355
"Fructose, Mannose and Galactose Metabolism",0.08239890508935024,0.00417777349867427
Gamma-glutamyl Amino Acid,0.04334551127222285,0.003053725308411257
Glutamate Metabolism,-0.14599693094513777,0.008537694177846254
Glutathione Metabolism,-0.008221996175656318,0.0022762929765380953
Glycerolipid Metabolism,0.29011871703528713,0.009293769952333782
"Glycine, Serine and Threonine Metabolism",0.5249575870844636,0.017558298785690582
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.10241428056826794,0.006815809333117605
Hemoglobin and Porphyrin Metabolism,-0.05928717018681921,0.005468558017639862
Histidine Metabolism,0.15525445602432192,0.00787896246902094
Inositol Metabolism,0.003914457650624697,0.0005511696839329233
Ketone Bodies,0.09035302300081188,0.0035999783793754245
"Leucine, Isoleucine and Valine Metabolism",0.5599985889329419,0.02297143278115267
Long Chain Fatty Acid,0.2643006978779104,0.010347620937439411
Lysine Metabolism,0.01945400940981576,0.003203639441604215
Lysolipid,1.4106726102052733,0.06776294633250987
Medium Chain Fatty Acid,0.5503104133111234,0.020865917310962597
"Methionine, Cysteine, SAM and Taurine Metabolism",0.016890957365221504,0.0038483857652093587
Monoacylglycerol,-0.022953787807200598,0.002067053100849783
Oxidative Phosphorylation,0.07008907834660319,0.0032762955503507878
Pantothenate and CoA Metabolism,0.007886719815049332,0.004790891478567109
Phenylalanine and Tyrosine Metabolism,-0.18351528359957311,0.014995574263598412
Phospholipid Metabolism,-0.04478162567995913,0.0021498275764348616
Polyamine Metabolism,0.009672498317416102,0.002627263231954823
Polyunsaturated Fatty Acid (n3 and n6),0.4916580304561285,0.026711067070973784
Primary Bile Acid Metabolism,0.10328958414537669,0.01469249401366823
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.2819880599826174,0.008832293028176029
"Purine Metabolism, Guanine containing",0.033425811415217214,0.003428475608760797
"Pyrimidine Metabolism, Uracil containing",0.13858019510204828,0.008433412828581916
Secondary Bile Acid Metabolism,-0.03441983512341762,0.0037120544544014347
Sphingolipid Metabolism,0.039102102231545005,0.0023095576015193186
Steroid,0.06025186860238196,0.00746630281973822
Sterol,0.006407335168431211,0.0013181700595899632
TCA Cycle,0.38795791862503665,0.011407588924475326
Tocopherol Metabolism,-0.006792804298427149,0.0003736576240998526
Tryptophan Metabolism,0.1598354146757196,0.0067403489960148
Unknown,1.0022135358941542,0.04205277700245424
Urea cycle; Arginine and Proline Metabolism,0.28024384093026555,0.01187472269902785
Vitamin B6 Metabolism,0.09597233919299604,0.011252583331382463
Xanthine Metabolism,0.6283497098945722,0.023498096441031492
