metabolite_id,sage_value,sage_value_sd
M33228,-5.192126075944763e-05,1.055754211739746e-05
M35186,-2.6368852098589613e-05,7.589291688722471e-06
M34214,-4.786503331171721e-05,5.467848729707535e-06
M34419,-9.030824346129591e-07,4.159435585184552e-06
M32635,1.7143187575391395e-05,4.869101725165733e-06
M34395,1.4898486148359797e-05,3.846467686161136e-06
M34389,-3.1594419977938964e-05,4.316208536931302e-06
M48258,4.5154428460069915e-05,1.598729106924337e-05
M35628,6.693039535269115e-05,4.944509712614994e-06
M33230,-5.4431763851570865e-06,7.526673556951893e-06
M21127,-1.1926718517115455e-05,3.9004894469023275e-06
M33955,1.0736351614247897e-05,9.179655650726077e-06
M35631,5.051112918974955e-06,5.049241646663703e-06
M33961,-3.959463256082663e-06,1.0688872480987788e-05
M42398,4.532709275401777e-05,5.526190668845988e-06
M19324,-7.625565972662544e-06,4.3974012198866376e-06
M20675,1.6531117592226407e-05,4.180786362433653e-06
M34400,-2.2362592071534612e-05,3.60431608600437e-06
M33971,0.0005389418222676481,2.4818974831951136e-05
M33972,0.0006162375785933627,2.7414829178023608e-05
M32497,0.00020229316262050217,1.264087552617657e-05
M42374,-3.940218293221954e-05,3.1083471786244486e-06
M35675,3.9398387116621546e-05,5.8674924631985585e-06
M17945,4.454276183308622e-05,5.873834477550341e-06
M45095,9.431023223565104e-05,8.705225477468782e-06
M35253,-6.427982586169756e-05,1.2469291765275365e-05
M32197,0.00011888432649848508,1.1551386533323839e-05
M31787,3.8906888925184624e-05,5.704076463072302e-06
M46410,-1.152283258145156e-05,5.952321051256843e-06
M00542,0.0007996014651678105,4.140961145454919e-05
M27672,0.00021990274511936758,1.5861059965060477e-05
M12017,6.831442662070113e-06,3.429191126696749e-06
M44526,-1.3297046966129597e-05,3.2389951324287418e-06
M15676,5.499278747890182e-05,5.3134643174005586e-06
M15677,3.655462522284934e-05,5.855588748100302e-06
M36099,-2.711909288968684e-05,1.3261466524170742e-05
M22116,1.4887222971457709e-05,2.87854810639216e-06
M36098,4.9150334182326785e-05,7.355683246440371e-06
M33968,0.0008732463757680417,4.338391485911534e-05
M01494,-2.7779394415564014e-05,8.19594934316404e-06
M36776,9.668080387903112e-06,2.652281832026933e-06
M34390,-1.929547770946773e-05,8.61566591388449e-06
M32198,0.0003741109281809616,2.1458799264454507e-05
M32980,0.00016356485173887658,2.1563923897777886e-05
M01126,9.692558201859688e-05,1.0757828466695361e-05
M01107,0.00010134244872929699,6.3377399773162406e-06
M33937,2.4073645686477407e-05,4.7773265174714724e-06
M33453,-4.5288771486813496e-06,1.999773215217934e-06
M01561,-9.518766949150846e-06,1.599033290789453e-06
M31591,8.682479436568389e-05,5.991084616418084e-06
M01110,-2.0184314591944395e-05,1.578508563853444e-05
M01638,0.00020223505982232075,1.349693648586363e-05
M00512,2.910395148022322e-05,8.322920819170079e-06
M12129,-3.514377040341683e-05,2.0015489194006058e-05
M03141,0.00011136492133928319,9.3744476417605e-06
M32586,5.638036953590455e-05,7.740871322218343e-06
M43807,5.638781736481614e-05,4.525730933101821e-06
M02137,6.086970321022486e-05,7.803368964318026e-06
M32412,0.00020037099837411456,1.015297724725594e-05
M00569,-2.7248900908080976e-06,3.026575540574314e-06
M01642,5.931448160310128e-05,7.490460098936589e-06
M32492,1.908995299647416e-05,4.170820455940769e-06
M15500,9.240466735055428e-05,8.20813793264214e-06
M35320,0.0001081883953167546,1.819400342105884e-05
M22842,0.0001756138181717058,1.0151650162209738e-05
M00063,8.076456708554637e-06,2.483895805566847e-06
M15506,1.841150006434663e-05,6.906056777977565e-06
M01564,0.0002021753577679575,1.3446642340604255e-05
M02132,4.466307750780757e-05,5.562740940322168e-06
M01712,5.253711789692335e-05,4.901867971344176e-06
M01769,3.3005464817050396e-05,5.823117990186209e-06
M27718,-1.9964279088526456e-05,4.264226795595205e-06
M00513,4.2858285089421595e-05,1.083937786687608e-05
M31453,-7.433126743492255e-06,7.204442581786727e-06
M33941,8.232209221447225e-05,1.4731532545609892e-05
M32425,4.426133331073772e-05,6.4539401625874275e-06
M17805,0.0005348844672360629,2.749944752767617e-05
M35718,0.0003598013269853408,2.2877498013043356e-05
M44675,0.00014215426069480723,1.244350416529621e-05
M32504,0.00037428370471280454,2.4526490801725096e-05
M32388,0.00020781890881598652,1.7935348375343537e-05
M18467,3.349855087274968e-05,1.12667571413389e-05
M33587,0.0004634088267303415,2.1741139113519265e-05
M33973,0.0001057797924831913,7.459407658538797e-06
M20699,0.00014154520400632485,9.103689267376638e-06
M33477,2.5924152085331984e-06,6.696085315403573e-06
M00577,9.231737419828319e-05,7.185863208178079e-06
M02730,6.290286380851219e-05,3.923839033736525e-06
M34456,0.00014980844311231618,1.0265695388674065e-05
M18369,0.00023883464789256615,1.4059721966331047e-05
M33422,0.00010915770424424231,1.1147979039685706e-05
M02734,0.0001537469193211003,1.2607854872542834e-05
M43829,0.00011608964658953585,9.708075033217255e-06
M20488,-9.641683634892696e-05,1.1290777301354103e-05
M00057,9.013463217422925e-06,1.1104128236839774e-05
M00053,7.024036176874958e-05,8.86370555341722e-06
M01572,-1.7453309167091874e-05,4.364851274534681e-06
M15122,0.0005340955025492727,2.8727130669979815e-05
M15365,0.0001001256375265035,7.1320100165278984e-06
M15990,0.000232902288007152,1.2157611044688864e-05
M00058,-7.360733207175447e-06,1.7332612131936566e-05
M32346,3.4839624631542714e-05,5.187970606405136e-06
M18476,5.0584041676635364e-05,8.65395134572817e-06
M41754,4.2603821569662265e-06,4.007586760981236e-06
M32328,0.0002817789314588044,1.8968849057044055e-05
M15753,-3.439431943408242e-05,8.411602743639282e-06
M00059,9.03927811314768e-05,1.4963091677329369e-05
M03127,-9.233115533084472e-06,2.5273993368487967e-06
M27513,0.00010892684983383412,7.028452553655747e-06
M18349,0.00030308538121033536,1.946977946197515e-05
M32405,2.5431736493363255e-05,6.693215423684675e-06
M33441,8.703728923644548e-05,9.603024110715251e-06
M01125,0.0003415112483231789,2.0405038416716103e-05
M34407,0.00011203237904011016,8.337356204532973e-06
M15140,0.00021150383765074034,2.2911913998786146e-05
M00527,1.7268747635260993e-05,4.521782007534952e-06
M01645,0.00016941984304526356,1.0586598254791647e-05
M00060,0.00030355524599179774,2.0427397549629402e-05
M01105,0.0006352378307606537,3.0294340173254543e-05
M34035,0.00032819583186657,2.005354654569905e-05
M01301,5.312800580152797e-05,1.7185827213544722e-05
M01303,2.7880093362461057e-05,4.634499492269651e-06
M00584,-4.637961423521e-05,4.680585215539179e-06
M01121,0.0005006589475705808,2.5321260393081636e-05
M01302,0.00018964272330593913,1.234376512731589e-05
M19934,1.7825407594541245e-05,6.269941800513354e-06
M01365,0.0004787447824735214,2.3369170428920335e-05
M32418,0.0006099337686838995,3.010094952730104e-05
M01585,-6.56734556651879e-05,7.631653330447568e-06
