pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,4.6656512625571496e-05,8.834150519515682e-06
Aminosugar Metabolism,7.754326626985999e-06,1.6046116002672645e-06
Ascorbate and Aldarate Metabolism,6.360436016174886e-05,4.852986286143255e-06
Benzoate Metabolism,0.00017658282962401987,1.7555933819871768e-05
Carnitine Metabolism,-2.2784562426758933e-07,2.711404226436749e-06
Chemical,6.804600645468884e-05,5.950681899226777e-06
Creatine Metabolism,0.00019287328377090227,1.0247310406801153e-05
Fatty Acid Metabolism (also BCAA Metabolism),-2.9503128211299913e-05,7.125708150483506e-06
Fatty Acid Metabolism(Acyl Carnitine),0.00031971763121135046,2.1079195076510442e-05
"Fatty Acid, Branched",-1.514004072029994e-05,5.0003443476275975e-06
"Fatty Acid, Dicarboxylate",-3.28545038865959e-05,5.179181801262876e-06
"Fatty Acid, Monohydroxy",7.855885399635719e-06,3.4783802131680167e-06
Food Component/Plant,4.230251804266735e-06,8.658581180714327e-06
"Fructose, Mannose and Galactose Metabolism",0.00015289173426576234,1.0978095113331784e-05
Gamma-glutamyl Amino Acid,0.00035149927490638614,1.6033218176361923e-05
Glutamate Metabolism,0.00015638360600080597,1.240094337312273e-05
Glutathione Metabolism,9.76561238760816e-06,2.7206896204841446e-06
Glycerolipid Metabolism,-1.6514475550832818e-06,5.253831475476365e-06
"Glycine, Serine and Threonine Metabolism",0.001225169020666507,5.737590142559042e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0003106392432917653,1.375400381546166e-05
Hemoglobin and Porphyrin Metabolism,0.00017568437859017885,1.1291800217825438e-05
Histidine Metabolism,4.299934692815749e-05,9.332508470008797e-06
Inositol Metabolism,7.906573050957715e-06,2.0544928852432987e-06
Ketone Bodies,0.00024060704011555708,1.1416817509829035e-05
"Leucine, Isoleucine and Valine Metabolism",-1.999781425961291e-05,1.8172853617469812e-05
Long Chain Fatty Acid,2.614345244936029e-05,1.281864549314259e-05
Lysine Metabolism,7.334083584117913e-05,1.0588089957685267e-05
Lysolipid,0.0015879391527737815,7.609364189711167e-05
Medium Chain Fatty Acid,0.00022611149134048016,1.0523632970670175e-05
"Methionine, Cysteine, SAM and Taurine Metabolism",-3.1900894733747246e-05,1.3768267564369314e-05
Monoacylglycerol,5.077357392963114e-06,1.7852484122744261e-06
Oxidative Phosphorylation,0.00022109129923627102,9.981333271071691e-06
Pantothenate and CoA Metabolism,8.897273257795309e-06,2.3688641762206254e-06
Phenylalanine and Tyrosine Metabolism,0.0003795552650264675,1.8557123885690364e-05
Phospholipid Metabolism,-4.843594242885466e-05,3.5554025968771386e-06
Polyamine Metabolism,-2.276269867382995e-05,1.6062349684420402e-06
Polyunsaturated Fatty Acid (n3 and n6),1.9341561130728624e-05,1.1624187025426766e-05
Primary Bile Acid Metabolism,9.134486097603733e-05,9.050221717572178e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.0005023727669640338,1.8655323334185703e-05
"Purine Metabolism, Guanine containing",1.2373179776638337e-05,5.7219403124570996e-06
"Pyrimidine Metabolism, Uracil containing",1.2002578374632377e-05,6.466595675072164e-06
Secondary Bile Acid Metabolism,7.772370655280529e-05,3.911740717366204e-06
Sphingolipid Metabolism,2.1474833697584002e-05,4.1914589001892195e-06
Steroid,0.0007114151925179681,3.2139909266349495e-05
Sterol,1.7908231422474706e-06,2.5622803765840703e-06
TCA Cycle,0.00021477804640522872,8.684474509692007e-06
Tocopherol Metabolism,3.586684569913678e-05,2.2047614205159293e-06
Tryptophan Metabolism,0.00030848179909095437,1.8879542550094945e-05
Unknown,0.0009739499156570282,3.6144841211965135e-05
Urea cycle; Arginine and Proline Metabolism,0.00018316682035407738,1.3000101406493077e-05
Vitamin B6 Metabolism,3.134812222543352e-05,5.890677807937886e-06
Xanthine Metabolism,-0.00031086025145709683,6.220180740402832e-05
