pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,2.710162201519887e-05,2.787294277694923e-06
Aminosugar Metabolism,5.340455668629231e-06,8.082844626886022e-07
Ascorbate and Aldarate Metabolism,2.4314883479778327e-06,5.855170597183512e-07
Benzoate Metabolism,0.00019954695771073072,1.1358376899227331e-05
Carnitine Metabolism,3.8374968633451755e-06,1.1025739977560991e-06
Chemical,1.6844272535060407e-05,2.0350160017673986e-06
Creatine Metabolism,1.2920565715619262e-05,2.912501517482941e-06
Fatty Acid Metabolism (also BCAA Metabolism),9.186818001380947e-06,1.0826929187173022e-06
Fatty Acid Metabolism(Acyl Carnitine),4.85848404804441e-05,3.449039591929039e-06
"Fatty Acid, Branched",3.778697296564528e-05,4.434242506807825e-06
"Fatty Acid, Dicarboxylate",8.116541998400118e-06,2.9012601896758044e-06
"Fatty Acid, Monohydroxy",9.284646283858933e-06,2.4484704649178203e-06
Food Component/Plant,2.1079742121713135e-05,4.144803539330533e-06
"Fructose, Mannose and Galactose Metabolism",0.0001760958743120879,9.459189131813853e-06
Gamma-glutamyl Amino Acid,9.395274181841508e-06,1.3862532470488714e-06
Glutamate Metabolism,3.847210612310739e-05,4.181460953410398e-06
Glutathione Metabolism,1.633046953415191e-06,1.0487870267078942e-06
Glycerolipid Metabolism,6.318052552668836e-05,5.38372176428423e-06
"Glycine, Serine and Threonine Metabolism",9.055800347062672e-05,1.081622457043099e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.0002024682481579574,1.1301227090306978e-05
Hemoglobin and Porphyrin Metabolism,9.74410408719097e-06,1.8546563940681442e-06
Histidine Metabolism,4.172020177108916e-06,1.1857565852474618e-06
Inositol Metabolism,3.0476932651335177e-05,2.8569905954979404e-06
Ketone Bodies,5.6464431601471895e-06,1.6004995959180692e-06
"Leucine, Isoleucine and Valine Metabolism",3.725877637675191e-05,5.4689563189152545e-06
Long Chain Fatty Acid,4.731414965005482e-05,4.797670202679523e-06
Lysine Metabolism,2.5112578560053286e-05,3.536865633019121e-06
Lysolipid,8.809223544942235e-05,7.925344446310092e-06
Medium Chain Fatty Acid,6.890759723696841e-05,7.170353600030665e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",3.990279170061198e-06,8.699704095960643e-07
Monoacylglycerol,9.82503325295038e-06,1.5294977602500618e-06
Oxidative Phosphorylation,-1.3710896542517139e-06,8.227036414828979e-07
Pantothenate and CoA Metabolism,9.729989628963024e-06,1.561870876811929e-06
Phenylalanine and Tyrosine Metabolism,8.866599203304219e-05,9.093640413474767e-06
Phospholipid Metabolism,7.729582041068304e-05,6.6682970374281975e-06
Polyamine Metabolism,2.5068425710576468e-06,2.495577056144422e-07
Polyunsaturated Fatty Acid (n3 and n6),5.2342932587934165e-05,8.624302313456367e-06
Primary Bile Acid Metabolism,0.00013620554018773184,1.06896787113414e-05
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-9.170657091165791e-06,2.7335549589543214e-06
"Purine Metabolism, Guanine containing",5.069722235520905e-06,1.6933470433180071e-06
"Pyrimidine Metabolism, Uracil containing",1.3977525476224376e-05,1.7634190024690538e-06
Secondary Bile Acid Metabolism,2.5928372540814637e-05,3.4102369873849985e-06
Sphingolipid Metabolism,1.691832331184722e-05,2.528503179158586e-06
Steroid,1.266080480477716e-05,4.747944583555994e-06
Sterol,1.5384440448432135e-05,2.0937617403241158e-06
TCA Cycle,5.438285788658417e-06,2.1207253190325937e-06
Tocopherol Metabolism,-3.204264431795337e-07,1.110313198702837e-07
Tryptophan Metabolism,5.452356391259896e-05,7.649510716325187e-06
Unknown,0.0002683214188352456,1.3324944468618248e-05
Urea cycle; Arginine and Proline Metabolism,7.491013821394559e-05,7.278518539379658e-06
Vitamin B6 Metabolism,4.7134260428369956e-05,5.166699401433338e-06
Xanthine Metabolism,2.0060791090984168e-05,3.6598591600419556e-06
