pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,6.104150785581403e-05,5.195524397892194e-06
Aminosugar Metabolism,-8.24820908348257e-07,8.00292318111338e-07
Ascorbate and Aldarate Metabolism,4.643147223359638e-06,1.1302792632448737e-06
Benzoate Metabolism,8.567486389238393e-05,8.128515863108475e-06
Carnitine Metabolism,6.890954972256674e-06,1.3053234223230906e-06
Chemical,2.8346139687781737e-05,2.9614032635812046e-06
Creatine Metabolism,1.1194847190880506e-05,4.271217682707981e-06
Fatty Acid Metabolism (also BCAA Metabolism),2.058610896718368e-05,2.3253163506532545e-06
Fatty Acid Metabolism(Acyl Carnitine),0.00012125029487152361,1.0917114689914325e-05
"Fatty Acid, Branched",5.150095745883376e-05,6.3877349383032515e-06
"Fatty Acid, Dicarboxylate",3.0021930922476122e-05,3.6568507803500968e-06
"Fatty Acid, Monohydroxy",0.00020503978153824578,1.189031780778097e-05
Food Component/Plant,1.2953793131042084e-05,1.8396265510351985e-06
"Fructose, Mannose and Galactose Metabolism",2.9813422220458717e-05,2.9004771349512907e-06
Gamma-glutamyl Amino Acid,1.0333966514222721e-05,1.2043063252240066e-06
Glutamate Metabolism,5.474349384704024e-05,6.9385451059564605e-06
Glutathione Metabolism,-7.016905889886134e-07,4.302953019170621e-07
Glycerolipid Metabolism,7.862217525526497e-05,5.365535451977166e-06
"Glycine, Serine and Threonine Metabolism",0.00012093216605344999,7.815150732107157e-06
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",6.426004941510445e-05,5.9630115186605425e-06
Hemoglobin and Porphyrin Metabolism,1.722839970531192e-05,4.944081629073063e-06
Histidine Metabolism,7.185885688376982e-05,5.2363759184549385e-06
Inositol Metabolism,2.873896434084938e-05,3.2999469274595963e-06
Ketone Bodies,3.206058063386861e-06,6.480950413480089e-07
"Leucine, Isoleucine and Valine Metabolism",8.268140517169013e-05,6.2370427219041255e-06
Long Chain Fatty Acid,0.00010080646533870334,1.4040427364418716e-05
Lysine Metabolism,-2.621813954274566e-06,1.1602794353889467e-06
Lysolipid,0.00042678768403382994,2.1164453221143967e-05
Medium Chain Fatty Acid,2.6861783225267377e-05,3.2273956147273038e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",3.556315158182637e-05,3.6704452963101056e-06
Monoacylglycerol,6.817501353294585e-05,5.291822331329863e-06
Oxidative Phosphorylation,6.965493881922698e-06,2.6245830067560208e-06
Pantothenate and CoA Metabolism,9.608190020897597e-07,4.239610379230892e-07
Phenylalanine and Tyrosine Metabolism,0.00015330767615696732,9.148339479632966e-06
Phospholipid Metabolism,2.2790214271563045e-05,3.1181422121859695e-06
Polyamine Metabolism,7.176422449051665e-06,1.303900555909321e-06
Polyunsaturated Fatty Acid (n3 and n6),5.6205070826200524e-05,7.859736571142214e-06
Primary Bile Acid Metabolism,1.7526383184634387e-05,2.54117442954876e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4.8311893999212785e-06,1.4533487281676287e-06
"Purine Metabolism, Guanine containing",1.0490645341068487e-06,6.480144534374741e-07
"Pyrimidine Metabolism, Uracil containing",2.526756792539793e-05,2.5816600922365486e-06
Secondary Bile Acid Metabolism,2.444267839630142e-06,5.73433236115255e-07
Sphingolipid Metabolism,2.112137760491378e-05,2.863771886999821e-06
Steroid,0.00015313468610193105,1.9140441915392334e-05
Sterol,3.063645431267604e-05,3.128203882441818e-06
TCA Cycle,7.3467343604574135e-06,1.4728284007997806e-06
Tocopherol Metabolism,-4.487846919109886e-07,4.421685481788532e-07
Tryptophan Metabolism,0.00010299562464633808,7.789378986670073e-06
Unknown,0.00015539350756522678,1.1797525357716195e-05
Urea cycle; Arginine and Proline Metabolism,0.0001384750952192374,9.059030410793786e-06
Vitamin B6 Metabolism,1.5967931062795548e-05,2.8639958380060554e-06
Xanthine Metabolism,0.000133082409297165,1.679862364083948e-05
