pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,2.706752225534739e-05,3.3844410921197024e-06
Aminosugar Metabolism,7.77901461927813e-06,1.2621176439917141e-06
Ascorbate and Aldarate Metabolism,-1.759122363070831e-06,2.6016898605347303e-06
Benzoate Metabolism,-9.35116279213939e-06,5.160541065686527e-06
Carnitine Metabolism,-6.5675197876784125e-06,1.547124028504661e-06
Chemical,-6.75845230759445e-06,3.0572226125498447e-06
Creatine Metabolism,6.937411817914509e-05,1.0376264355975424e-05
Fatty Acid Metabolism (also BCAA Metabolism),-1.361292267426011e-05,7.29535345372106e-06
Fatty Acid Metabolism(Acyl Carnitine),0.0018195126114316246,8.280727307253208e-05
"Fatty Acid, Branched",8.20778321502433e-06,8.02292911631749e-06
"Fatty Acid, Dicarboxylate",9.530386481076397e-05,9.033786080712628e-06
"Fatty Acid, Monohydroxy",8.515512486649593e-06,3.121199264159287e-06
Food Component/Plant,3.3859698336722205e-05,4.166458174085589e-06
"Fructose, Mannose and Galactose Metabolism",-1.0959349031240328e-05,3.0339994395924113e-06
Gamma-glutamyl Amino Acid,-7.85838234512328e-06,8.110818789853195e-06
Glutamate Metabolism,1.8772845858031918e-05,1.2115506672128354e-05
Glutathione Metabolism,-2.446740302298823e-06,1.8336356132136598e-06
Glycerolipid Metabolism,1.2169877927920781e-05,2.4892087237010182e-06
"Glycine, Serine and Threonine Metabolism",0.0006423858796494168,3.431744943709989e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-2.0283436469387817e-06,8.167671706695424e-06
Hemoglobin and Porphyrin Metabolism,0.00010545788442541934,6.767546563259989e-06
Histidine Metabolism,7.477553563983662e-05,7.0919588272904915e-06
Inositol Metabolism,3.906083662872176e-06,8.156556025240149e-07
Ketone Bodies,7.084888025173311e-05,5.8719072485848285e-06
"Leucine, Isoleucine and Valine Metabolism",0.000395761407664115,2.6868703516608858e-05
Long Chain Fatty Acid,1.9609416162481593e-05,2.4880210914157235e-05
Lysine Metabolism,0.00010258244592079183,8.837047427881818e-06
Lysolipid,0.0004805157272742233,6.028268760752836e-05
Medium Chain Fatty Acid,0.00010309537330085106,7.876745249694506e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",1.5870734407117587e-05,2.6595358293927124e-06
Monoacylglycerol,4.67829600208185e-05,4.386257057324387e-06
Oxidative Phosphorylation,2.2172013845614656e-06,3.671031939917217e-06
Pantothenate and CoA Metabolism,2.0532473016601623e-06,1.6852135014770523e-06
Phenylalanine and Tyrosine Metabolism,-1.100608131346893e-05,6.1420360449227294e-06
Phospholipid Metabolism,3.008527739328881e-06,4.466072398224424e-06
Polyamine Metabolism,1.5569451279398934e-05,3.1599693879463012e-06
Polyunsaturated Fatty Acid (n3 and n6),0.00036222453626095835,3.595764187695547e-05
Primary Bile Acid Metabolism,-8.980747869929566e-06,4.473262572656966e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4.068640782350751e-05,4.620455930222534e-06
"Purine Metabolism, Guanine containing",8.197240781967257e-06,2.253975659777457e-06
"Pyrimidine Metabolism, Uracil containing",4.029134430222706e-05,5.28686740760137e-06
Secondary Bile Acid Metabolism,-1.81798725551534e-05,2.95497304420927e-06
Sphingolipid Metabolism,-4.073796936149592e-06,1.412383608708607e-06
Steroid,0.00028236014412264416,1.7934346903458346e-05
Sterol,1.5510262869797492e-05,2.4575530135043705e-06
TCA Cycle,0.00020112219438660328,1.5316202633148447e-05
Tocopherol Metabolism,-3.101476803729101e-06,7.04842207723655e-07
Tryptophan Metabolism,9.303643365560042e-05,7.69791492138023e-06
Unknown,0.0006367086922600577,3.105492873552742e-05
Urea cycle; Arginine and Proline Metabolism,0.00012640719725706364,1.2981010212566305e-05
Vitamin B6 Metabolism,-1.5147451487159304e-06,2.1418228998234165e-06
Xanthine Metabolism,5.1707177462841105e-05,6.371505004372884e-06
