pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,4.7496936026381676e-05,3.286826618537615e-06
Aminosugar Metabolism,2.352961199819858e-06,1.758266010782541e-06
Ascorbate and Aldarate Metabolism,5.04282742461675e-07,1.0654555656904696e-06
Benzoate Metabolism,1.947494343378161e-05,4.524647757507983e-06
Carnitine Metabolism,2.3957346801725342e-05,2.192559475122339e-06
Chemical,1.0228194587010814e-05,2.618106363087727e-06
Creatine Metabolism,0.00015547894878483278,7.661524357598821e-06
Fatty Acid Metabolism (also BCAA Metabolism),1.2798508622706584e-05,3.6920309942310604e-06
Fatty Acid Metabolism(Acyl Carnitine),0.0005873047758806922,2.9106335512321734e-05
"Fatty Acid, Branched",2.469962599281788e-06,7.689885760737625e-07
"Fatty Acid, Dicarboxylate",5.072077747791456e-05,5.495642303340345e-06
"Fatty Acid, Monohydroxy",7.923468358953432e-07,3.550617570259441e-07
Food Component/Plant,9.257085805982159e-05,5.0567146615771385e-06
"Fructose, Mannose and Galactose Metabolism",5.489430892080087e-05,3.3440409160201224e-06
Gamma-glutamyl Amino Acid,0.00018730064813771277,1.0024733196854383e-05
Glutamate Metabolism,9.731093728167298e-05,6.250443880735816e-06
Glutathione Metabolism,-7.867223453237254e-07,3.4008663902640123e-07
Glycerolipid Metabolism,3.6100023696366683e-05,2.448142233071477e-06
"Glycine, Serine and Threonine Metabolism",0.00024835919402690595,1.2097502884272301e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-1.2953768637633679e-05,3.2579035785218246e-06
Hemoglobin and Porphyrin Metabolism,3.914663606597118e-05,8.147314234767581e-06
Histidine Metabolism,5.873807872470521e-05,5.415975416275769e-06
Inositol Metabolism,2.7961293642089094e-05,2.69184312433359e-06
Ketone Bodies,-5.5976323395462415e-06,2.589657913047143e-06
"Leucine, Isoleucine and Valine Metabolism",0.00016004112096273495,7.694661504289547e-06
Long Chain Fatty Acid,3.140591172045631e-05,2.401702851911584e-06
Lysine Metabolism,4.234995368327072e-05,5.011936989228895e-06
Lysolipid,3.099694686865841e-05,5.543046651066683e-06
Medium Chain Fatty Acid,2.5685754150828638e-05,2.3133804179244985e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",-4.31572280336381e-06,1.5797243210874423e-06
Monoacylglycerol,-1.3325764832899668e-06,2.277249104393803e-07
Oxidative Phosphorylation,-6.218453696172423e-08,6.872091126693112e-07
Pantothenate and CoA Metabolism,-9.643152151942507e-08,1.0595807415541227e-06
Phenylalanine and Tyrosine Metabolism,0.000423078663046484,1.6881630140236506e-05
Phospholipid Metabolism,2.7452250941934007e-06,8.702446418354332e-07
Polyamine Metabolism,3.0608546578242134e-06,4.374707905481041e-07
Polyunsaturated Fatty Acid (n3 and n6),4.5694801309537746e-05,4.235675697009307e-06
Primary Bile Acid Metabolism,0.00017592292485893408,9.197059453571613e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",7.1417618890162004e-06,1.4811285871843514e-06
"Purine Metabolism, Guanine containing",1.2311099949240295e-05,1.6806143114128826e-06
"Pyrimidine Metabolism, Uracil containing",2.944415904611586e-05,2.319635869757245e-06
Secondary Bile Acid Metabolism,7.909353956886135e-05,4.624057425034886e-06
Sphingolipid Metabolism,1.9154690098131565e-06,3.9196485457982794e-07
Steroid,3.6828139517080947e-05,1.1236049054712826e-05
Sterol,1.7588384442160755e-05,1.7462505364889733e-06
TCA Cycle,3.740869394493135e-07,4.259543798529651e-06
Tocopherol Metabolism,-1.5911084093552007e-06,1.0457257505909152e-06
Tryptophan Metabolism,6.29372752365902e-05,5.675858124242845e-06
Unknown,0.0002636053766774934,1.803083614546868e-05
Urea cycle; Arginine and Proline Metabolism,4.1274691659091896e-05,4.079696270156728e-06
Vitamin B6 Metabolism,-5.2101440272232e-07,1.136113307761527e-06
Xanthine Metabolism,4.9547424108613115e-05,6.755184045073294e-06
