pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,7.853543413887471e-07,8.45515303372662e-07
Aminosugar Metabolism,7.967364276022318e-07,2.55668301989878e-07
Ascorbate and Aldarate Metabolism,1.420048035986119e-06,5.850319230230815e-07
Benzoate Metabolism,5.548451031245664e-05,3.699735043387844e-06
Carnitine Metabolism,1.673597262362193e-05,1.477833526654422e-06
Chemical,2.8670998364389328e-06,8.650403099447237e-07
Creatine Metabolism,1.0453115989690481e-05,9.244266246088587e-07
Fatty Acid Metabolism (also BCAA Metabolism),2.0513213082473268e-05,1.7693517814811527e-06
Fatty Acid Metabolism(Acyl Carnitine),0.00011179374318362101,8.275817577064217e-06
"Fatty Acid, Branched",1.650709634138346e-05,1.6457584154392283e-06
"Fatty Acid, Dicarboxylate",2.2407762482676543e-05,1.665627986129505e-06
"Fatty Acid, Monohydroxy",1.3927268830672144e-05,1.492952178929212e-06
Food Component/Plant,1.1781612437158099e-05,1.0592177855327805e-06
"Fructose, Mannose and Galactose Metabolism",1.3887070244195019e-05,1.70788059068414e-06
Gamma-glutamyl Amino Acid,4.338951882128459e-05,5.594992167927413e-06
Glutamate Metabolism,6.08891368290821e-05,3.2868243832782423e-06
Glutathione Metabolism,1.1806798109371816e-05,1.531962386053197e-06
Glycerolipid Metabolism,5.061032317883587e-05,3.5042445816048142e-06
"Glycine, Serine and Threonine Metabolism",0.00014825653484003347,8.042879451042866e-06
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",3.0613593292394276e-06,1.2443517274203448e-06
Hemoglobin and Porphyrin Metabolism,2.9446169954536242e-05,4.211500988151733e-06
Histidine Metabolism,2.6513287555281193e-06,7.94913026481538e-07
Inositol Metabolism,1.4313464767577922e-05,1.4432923237507018e-06
Ketone Bodies,3.700201153637997e-06,2.872756548548814e-07
"Leucine, Isoleucine and Valine Metabolism",0.00010961009762952584,5.764984910281558e-06
Long Chain Fatty Acid,0.00014239658464096632,8.580666445893095e-06
Lysine Metabolism,1.9497326291173185e-06,1.1304520793596205e-06
Lysolipid,0.00023702078676862692,9.431236067833426e-06
Medium Chain Fatty Acid,5.769266673047645e-05,4.070005333481209e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",7.097490820157081e-06,9.108095901310154e-07
Monoacylglycerol,4.1785438501354096e-06,4.566573364544672e-07
Oxidative Phosphorylation,1.004402615478846e-05,9.631008083314231e-07
Pantothenate and CoA Metabolism,6.907940997542566e-06,1.2020875937863059e-06
Phenylalanine and Tyrosine Metabolism,0.0001477173425375594,9.136988376032807e-06
Phospholipid Metabolism,5.916317896089856e-06,8.383251259424579e-07
Polyamine Metabolism,-2.7448741907542916e-08,3.960951165288615e-07
Polyunsaturated Fatty Acid (n3 and n6),0.00011667409510592266,5.338684041724408e-06
Primary Bile Acid Metabolism,2.181415916004395e-05,4.367099824113179e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",6.973642198707427e-05,3.8150807977048015e-06
"Purine Metabolism, Guanine containing",-9.883355235901566e-07,3.97610178312427e-07
"Pyrimidine Metabolism, Uracil containing",2.2018902121350714e-06,1.156967128535866e-06
Secondary Bile Acid Metabolism,-1.9480184010760606e-06,9.297367533327205e-07
Sphingolipid Metabolism,1.2323044099045438e-06,1.71820253916118e-07
Steroid,0.00028399291869932804,1.405678449481181e-05
Sterol,2.11010228136153e-06,9.793742707040016e-07
TCA Cycle,1.2426455179838431e-05,1.1484781598173806e-06
Tocopherol Metabolism,3.659749264623705e-06,9.167433776704672e-07
Tryptophan Metabolism,3.068750001943725e-05,4.376691061542869e-06
Unknown,0.00023469828877601776,8.096942101695635e-06
Urea cycle; Arginine and Proline Metabolism,8.906516868532066e-05,5.787290698231616e-06
Vitamin B6 Metabolism,9.919464916080475e-06,1.176475090219503e-06
Xanthine Metabolism,1.0227486753298187e-05,5.497777401565446e-06
