pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,6.948774043224855e-05,3.0493248461698304e-06
Aminosugar Metabolism,1.7383908027267027e-05,1.1403712360435347e-06
Ascorbate and Aldarate Metabolism,1.1257404273212858e-05,9.85160503683613e-07
Benzoate Metabolism,8.913180483528172e-06,1.5245805997660397e-06
Carnitine Metabolism,5.73856769519089e-06,3.72291682768401e-07
Chemical,-1.1357441909741832e-06,2.0243828925348807e-07
Creatine Metabolism,0.0001104821583427216,4.375842735069293e-06
Fatty Acid Metabolism (also BCAA Metabolism),6.074037174788115e-05,2.9839231214725227e-06
Fatty Acid Metabolism(Acyl Carnitine),0.0001295258315467234,5.751703868442448e-06
"Fatty Acid, Branched",4.9280043947490614e-06,3.9171713728501675e-07
"Fatty Acid, Dicarboxylate",8.975007007988085e-06,1.3745381070982607e-06
"Fatty Acid, Monohydroxy",4.5805001772236715e-06,3.676445030152896e-07
Food Component/Plant,2.4688975139812558e-05,2.0416746513012413e-06
"Fructose, Mannose and Galactose Metabolism",3.542639765233575e-06,1.2995363903219785e-06
Gamma-glutamyl Amino Acid,5.6316952093912845e-05,3.11878214645528e-06
Glutamate Metabolism,5.297517090247129e-05,4.0201999511385996e-06
Glutathione Metabolism,3.46062788657734e-05,1.9986281170416105e-06
Glycerolipid Metabolism,5.704286471220248e-06,2.244519990459928e-06
"Glycine, Serine and Threonine Metabolism",0.00024766087867851886,1.235352269833203e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",6.045140750953029e-05,4.287599035243722e-06
Hemoglobin and Porphyrin Metabolism,3.202995848214222e-05,2.7932287972482628e-06
Histidine Metabolism,5.402250523528437e-05,2.5452181998180312e-06
Inositol Metabolism,2.8043772959169425e-06,5.664554145635541e-07
Ketone Bodies,1.4466513288455644e-05,1.773937019142104e-06
"Leucine, Isoleucine and Valine Metabolism",0.00024170701580548772,8.051480227286903e-06
Long Chain Fatty Acid,2.770346835935914e-05,1.9414750389183623e-06
Lysine Metabolism,1.4247431510817207e-05,1.4542859247205828e-06
Lysolipid,0.0002192499820743517,8.189695685333741e-06
Medium Chain Fatty Acid,3.2966440313155466e-05,1.860320442382445e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",6.379214084712376e-05,2.8218773583626426e-06
Monoacylglycerol,8.675115654391279e-06,1.24908290378993e-06
Oxidative Phosphorylation,6.018443759916947e-06,6.682177358145691e-07
Pantothenate and CoA Metabolism,2.8012568161159185e-05,1.5833637692484116e-06
Phenylalanine and Tyrosine Metabolism,0.0001024978271533674,5.373964951422455e-06
Phospholipid Metabolism,4.080821526447013e-05,2.382350400550955e-06
Polyamine Metabolism,3.96550530922269e-06,4.6988566354907516e-07
Polyunsaturated Fatty Acid (n3 and n6),7.982245289682628e-05,3.171141883502343e-06
Primary Bile Acid Metabolism,0.0001625290801189244,7.020925486916041e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3.7604705861749673e-05,2.7836942362258126e-06
"Purine Metabolism, Guanine containing",1.7594318540792645e-05,1.0423743010232936e-06
"Pyrimidine Metabolism, Uracil containing",7.259466278474566e-05,2.4711274099001895e-06
Secondary Bile Acid Metabolism,6.435206204244914e-05,3.541151233518265e-06
Sphingolipid Metabolism,1.9883705707787677e-06,2.001503987739628e-07
Steroid,8.290135286479287e-05,4.457829446005236e-06
Sterol,2.224617110869899e-06,2.2546118051217136e-07
TCA Cycle,1.5688129947484867e-05,1.0409591612487211e-06
Tocopherol Metabolism,5.199840621285193e-06,8.75604950359028e-07
Tryptophan Metabolism,8.950857558343826e-05,3.406438177135973e-06
Unknown,0.00022106804891020352,6.1738166526285475e-06
Urea cycle; Arginine and Proline Metabolism,0.0001132219723135477,4.9890364697925095e-06
Vitamin B6 Metabolism,3.702069115189456e-05,2.171808748090633e-06
Xanthine Metabolism,3.448868624882128e-05,3.1958234316153728e-06
