pathway_name,sage_value,sage_value_sd
Alanine and Aspartate Metabolism,5.450281002797845e-05,4.7444702528826364e-06
Aminosugar Metabolism,4.682365029277922e-06,7.909718796191912e-07
Ascorbate and Aldarate Metabolism,1.7504218535366525e-06,1.5540875720129862e-06
Benzoate Metabolism,0.00012237728187236755,8.185492766837255e-06
Carnitine Metabolism,1.4375823777201273e-05,1.0167729227339398e-06
Chemical,7.394458062438795e-06,2.5853109310009444e-06
Creatine Metabolism,3.067504849262178e-05,2.9019231062276857e-06
Fatty Acid Metabolism (also BCAA Metabolism),0.0001313453674808313,6.893997409331909e-06
Fatty Acid Metabolism(Acyl Carnitine),0.00022157292389130803,3.2508433993180106e-05
"Fatty Acid, Branched",1.6245126787138162e-05,3.856483362021297e-06
"Fatty Acid, Dicarboxylate",1.186553715624818e-05,2.0561744986090602e-06
"Fatty Acid, Monohydroxy",7.423494338797569e-06,2.4403666734305855e-06
Food Component/Plant,5.072932913573372e-05,3.561442122553356e-06
"Fructose, Mannose and Galactose Metabolism",-3.58090558119576e-05,7.120430771745398e-06
Gamma-glutamyl Amino Acid,0.0004700314949026398,1.9657555404114384e-05
Glutamate Metabolism,0.00012292750239263815,6.498435896833229e-06
Glutathione Metabolism,-1.4765600945356101e-06,9.334189710482766e-07
Glycerolipid Metabolism,1.3510610424487232e-05,7.177288481827067e-06
"Glycine, Serine and Threonine Metabolism",0.0007355838369181796,2.981647886793302e-05
"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",4.7788953024425385e-05,3.782062486175317e-06
Hemoglobin and Porphyrin Metabolism,2.6093240918137035e-05,3.2540551257249823e-06
Histidine Metabolism,5.139646139795557e-05,5.351740310939235e-06
Inositol Metabolism,8.376524714753768e-07,7.333575567493047e-07
Ketone Bodies,-5.566722953799492e-06,6.149918375037821e-06
"Leucine, Isoleucine and Valine Metabolism",0.0010553921623710574,3.746464529033013e-05
Long Chain Fatty Acid,-2.222352327113947e-05,1.1527590125762074e-05
Lysine Metabolism,-1.7239426411229187e-05,1.921586894110443e-06
Lysolipid,0.00024534340395151343,4.982610852025997e-05
Medium Chain Fatty Acid,2.9718807958398898e-05,7.537695487708258e-06
"Methionine, Cysteine, SAM and Taurine Metabolism",5.494557151731524e-05,4.302322710266174e-06
Monoacylglycerol,-7.426992778669251e-06,2.474004865758837e-06
Oxidative Phosphorylation,7.695945834282549e-05,5.02220480284821e-06
Pantothenate and CoA Metabolism,2.0176262427701584e-06,1.3234265881975656e-06
Phenylalanine and Tyrosine Metabolism,0.0002874814762556179,1.3522738977826068e-05
Phospholipid Metabolism,1.0256343203831055e-05,7.895689257458608e-06
Polyamine Metabolism,1.765215239749394e-05,1.8885768104520998e-06
Polyunsaturated Fatty Acid (n3 and n6),0.0001191761472244358,9.23700405521619e-06
Primary Bile Acid Metabolism,3.593496131271462e-06,2.7340586741391506e-06
"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.00028442261698723116,1.1656183074622465e-05
"Purine Metabolism, Guanine containing",-7.778314356067874e-07,1.5451572189469096e-06
"Pyrimidine Metabolism, Uracil containing",1.6775067440553604e-05,2.999488932857494e-06
Secondary Bile Acid Metabolism,-1.1664794330468282e-05,1.8967355095219067e-06
Sphingolipid Metabolism,5.4377951238263225e-05,3.9162415702046556e-06
Steroid,0.0009363254707558813,4.2283810940059124e-05
Sterol,3.076976407781837e-05,2.9333199080024684e-06
TCA Cycle,-2.738709353210285e-05,3.0273671333939725e-06
Tocopherol Metabolism,1.3293885890663647e-05,1.0363618544153056e-06
Tryptophan Metabolism,0.00014783557174209553,8.16441279349117e-06
Unknown,0.000506525835778845,2.2826540603678523e-05
Urea cycle; Arginine and Proline Metabolism,0.0002044925831300967,1.0703221867334252e-05
Vitamin B6 Metabolism,-2.2263365330582556e-06,2.7854239739603813e-06
Xanthine Metabolism,2.6780827485255424e-05,3.7926242188616742e-06
