metabolite_id,sage_value,sage_value_sd
M33228,8.048558124906463e-06,2.1129288207377903e-06
M35186,7.435133233625085e-05,4.808438481916419e-06
M34214,6.575365536085976e-06,1.4972803695796607e-06
M34419,2.6085009267355124e-06,3.0446273206619867e-07
M32635,6.668190372043751e-05,4.475130261942682e-06
M34395,3.3766064770260845e-06,6.907270253662288e-07
M34389,7.935431550360852e-06,2.2918812937354823e-06
M48258,1.8622199544537438e-05,2.2882278017801863e-06
M35628,3.9210630143860864e-05,4.7487579936964124e-06
M33230,3.996056621860391e-05,3.286401130676307e-06
M21127,5.75765439190423e-05,4.804235644738903e-06
M33955,1.2351052769791946e-05,1.364110150068288e-06
M35631,3.210027806259351e-05,3.837373500517994e-06
M33961,1.686859061941027e-05,2.6722093924842214e-06
M42398,3.56640544948549e-05,3.3728265537785162e-06
M19324,3.6750204267761864e-06,1.3414018256123474e-06
M20675,2.9005942023087674e-06,5.589838902677309e-07
M34400,2.2225227239877216e-05,3.077530464241138e-06
M33971,1.8493770134286071e-06,1.2292167876151793e-06
M33972,3.483037275129611e-06,1.7422356201054967e-06
M32497,2.0376786850913628e-07,1.9807359254570114e-07
M42374,-7.975470810271269e-07,5.79091124933208e-07
M35675,8.697447164844838e-05,5.15742025237004e-06
M17945,0.00011656190032534514,5.759097686753169e-06
M45095,1.403608278138822e-05,1.7818133318291383e-06
M35253,4.4475465636430764e-05,4.074557333017026e-06
M32197,4.713154810946023e-06,1.2264873304950497e-06
M31787,1.1708061396835953e-05,1.1933779186281355e-06
M46410,3.29239922125474e-06,6.349592611521884e-07
M00542,3.359898255933264e-06,5.456089757580287e-07
M27672,5.5139000602474994e-05,4.785088945507614e-06
M12017,2.1595117933718082e-06,1.0735402257797634e-06
M44526,6.713643270167682e-07,3.635929876824765e-07
M15676,3.3537953151220672e-06,7.551637617741282e-07
M15677,-2.0043865206303918e-08,3.171516918668e-07
M36099,2.312573733639065e-05,3.3537021613526057e-06
M22116,2.856163451684617e-06,7.486849751951902e-07
M36098,1.3114830233825038e-06,4.4594423454546305e-07
M33968,5.127790434044805e-06,1.198934414248327e-06
M01494,-1.5203998603218685e-06,4.626593791614733e-07
M36776,7.033322461808618e-06,9.314046192429677e-07
M34390,-2.5882371264153823e-06,6.673079743157207e-07
M32198,1.8551505116707533e-06,3.348066444273141e-07
M32980,1.2687869720829381e-05,2.0685560960858827e-06
M01126,1.4014011373124002e-05,2.1586471574495613e-06
M01107,5.506993842366814e-06,7.719995573593874e-07
M33937,7.274120131032224e-06,1.4922536667965787e-06
M33453,-1.467803631802821e-07,1.097023517502902e-07
M01561,-4.028294131933883e-07,3.397143429180276e-07
M31591,7.119141830356072e-06,1.5663602197927925e-06
M01110,4.393608212485078e-06,1.3177739201424645e-06
M01638,3.399841542142502e-05,4.481256343655915e-06
M00512,3.5313423934115986e-06,8.87677534868416e-07
M12129,8.567522751344676e-06,1.8857227099295483e-06
M03141,4.727039533556646e-05,4.7736556808521896e-06
M32586,-2.6396999735860933e-07,2.770291493627527e-07
M43807,6.813795569280098e-06,1.6286922857047185e-06
M02137,4.876466997899229e-06,2.897449704751085e-06
M32412,1.3191973509945635e-05,1.426954666422448e-06
M00569,3.559566427018302e-05,3.053732390328937e-06
M01642,1.065587392972435e-05,1.3709319726616503e-06
M32492,9.620499728099148e-06,1.7081570695080845e-06
M15500,7.539332482964667e-06,1.2073260091676893e-06
M35320,2.505055900036755e-05,2.6061203546080564e-06
M22842,1.672384767571348e-05,1.5252275924792173e-06
M00063,2.4512394965032585e-05,2.3906574519756373e-06
M15506,1.2892228317473014e-05,2.157417570933183e-06
M01564,-1.8020854969984894e-06,1.1676018640754118e-06
M02132,1.9803436353362616e-05,1.4445139905436018e-06
M01712,7.120664909527188e-06,1.3413765015416166e-06
M01769,5.43954135691181e-07,7.77344771410202e-07
M27718,5.851197182759723e-06,2.50827853097698e-06
M00513,3.8002071651805558e-06,2.197013363077819e-06
M31453,8.74972787440498e-06,1.3327710238166605e-06
M33941,6.275033666303328e-06,1.5358091759261324e-06
M32425,-1.2995567478728604e-06,1.5056663077929142e-06
M17805,4.9068173527164616e-06,1.4529564339321783e-06
M35718,5.838973578014978e-06,1.3646428017786447e-06
M44675,1.5955921510124635e-06,2.423951866735407e-07
M32504,2.3173443363979197e-06,3.664433549781778e-07
M32388,5.015144953872371e-06,2.5290135996147127e-06
M18467,1.7317451712158119e-06,4.1078849273619564e-07
M33587,3.2163709404064774e-06,8.701930776471373e-07
M33973,4.833443853098349e-06,1.59999182588125e-06
M20699,6.676252898172776e-06,1.1679935423442674e-06
M33477,-3.164357016365542e-07,7.394498943250337e-07
M00577,8.305801288340356e-06,1.658281310505708e-06
M02730,4.676278826839737e-06,3.74688031872005e-07
M34456,2.212573252395088e-06,3.1626678652168373e-07
M18369,2.461876312885788e-07,3.6845720887163395e-07
M33422,8.021342747685227e-07,5.578284753854143e-07
M02734,1.9629381360800575e-06,2.711152963390569e-07
M43829,-3.78243351484784e-07,3.0815800488490277e-07
M20488,5.232002936353165e-05,5.229088094818827e-06
M00057,3.645820533812286e-05,5.256557001943613e-06
M00053,1.056038952191859e-05,1.1063878026728683e-06
M01572,2.7950994817913755e-06,8.953995527914156e-07
M15122,4.260066215210896e-05,4.584263634588461e-06
M15365,4.578742332276994e-05,4.182655435306246e-06
M15990,1.3297506601351336e-05,1.8490531099726563e-06
M00058,1.1271579297557499e-05,1.3252965786139207e-06
M32346,6.186868773199002e-06,1.2139950030055994e-06
M18476,1.707747331600579e-06,3.428432421398582e-07
M41754,6.8127845316133485e-06,1.2138222168822986e-06
M32328,8.013391179707232e-06,1.5071165128055505e-06
M15753,1.4858643653388438e-05,2.1553519328990262e-06
M00059,5.894429302727249e-05,4.509852395770783e-06
M03127,-6.07282532122438e-07,1.9195420744485766e-07
M27513,9.8872545765902e-06,1.4432181411550569e-06
M18349,7.380426064147613e-07,1.198164879243192e-06
M32405,6.510085804222005e-06,1.896422643748907e-06
M33441,3.381502051890843e-05,3.1433446619819066e-06
M01125,8.28279117100594e-07,2.690950361878603e-07
M34407,3.9428334654158715e-06,8.82441195174156e-07
M15140,1.8945185556345458e-05,2.7451059756194445e-06
M00527,1.2746860998810034e-05,1.6949414470273826e-06
M01645,1.3474244440558584e-06,5.889726554031519e-07
M00060,2.7455840371941147e-08,2.996622736693152e-07
M01105,1.2023134579297166e-05,2.149966914863396e-06
M34035,2.2479925097422564e-06,8.100899197954373e-07
M01301,-4.619135286488613e-06,8.461072436839813e-07
M01303,7.129394923753264e-06,1.5436565257663724e-06
M00584,2.048895261429572e-05,2.631250988245709e-06
M01121,2.264264770061294e-05,3.6367373923448046e-06
M01302,2.811812349768101e-05,2.5430731091406676e-06
M19934,2.9612371280694872e-05,2.7598339271231037e-06
M01365,3.221763804733033e-06,1.5733623290125383e-06
M32418,2.3608933036282563e-06,8.017735812920389e-07
M01585,4.4507667501152834e-05,4.031688550343425e-06
M27710,-4.090726737128134e-07,4.939544608231317e-07
M33939,5.8593068317549066e-05,4.8285847789947075e-06
M35137,1.4013572862777045e-07,5.80371064620105e-07
M33936,1.799774862851001e-06,5.850529709608917e-07
M35160,2.3615275923848247e-05,2.4678566911918265e-06
M01493,4.21364835543426e-06,6.024156227722212e-07
M36103,3.319947957078467e-05,2.580230309574162e-06
M01336,1.1893955676235355e-05,2.117607307978086e-06
M33447,5.522819937098171e-07,3.5165132922798094e-07
M44681,4.3240565282260995e-05,3.5263280518211178e-06
M01508,1.2714507742947755e-06,3.1814109619118976e-07
M18254,2.1764904078852337e-05,2.4227876256599503e-06
M32553,7.750854683062969e-06,1.34706788785942e-06
M35126,6.326012833219531e-05,4.245635390031387e-06
M00064,4.840450648120504e-06,8.16556891989473e-07
M22130,1.0844266906140085e-05,4.023286239047819e-06
M11438,9.830618092187217e-06,2.3916947763935137e-06
M01444,2.1434343363342063e-06,5.053643713186565e-07
M33935,3.1193948698225516e-06,8.300136101599949e-07
M35127,5.5233714262119303e-05,5.231616029201599e-06
M01898,9.037512588124243e-06,1.4376073985977647e-06
M32452,1.2748280294617656e-05,1.5361047905768174e-06
M33442,1.6188914240999967e-05,2.088191183663998e-06
M31555,1.058922102288573e-05,2.2942114038298644e-06
M46225,1.4643309964210876e-05,3.1971891542701865e-06
M22250,-4.348219421572991e-07,5.151589023130062e-07
M18335,1.0482134202921429e-06,9.461630403760185e-07
M01648,8.810521159385582e-06,7.551284098973951e-07
M34384,1.279931067453084e-06,3.6622948257301545e-07
M01358,2.7334744384396424e-05,3.171428969102023e-06
M33969,1.2868505498663112e-06,4.7653352611267907e-07
M34409,2.106634930695454e-05,2.3948583356944386e-06
M18494,7.915928597694908e-07,2.7200179727709297e-07
M36850,-1.0872391130879526e-06,2.6476798913392853e-07
M18392,8.727376135398594e-06,1.8728244196178026e-06
M18394,3.369228438310599e-05,3.4461251981168017e-06
M27738,6.322581759832167e-06,1.0507188941997173e-06
M32306,4.742901663147981e-06,6.454799321655932e-07
M00054,5.869570636435318e-06,5.909791122526538e-07
M01299,-1.2982714682393842e-07,7.530723696143525e-07
M01604,-1.9320871936310126e-06,9.873509882494067e-07
M01670,1.5089567559097976e-05,1.5659734654527238e-06
M00606,7.46569273454352e-06,8.806883604332814e-07
M01649,-5.302678280688882e-07,5.417494801936558e-07
M03147,3.912599488036342e-07,7.626269361116606e-07
M32735,5.426477859381788e-06,1.1127509602834578e-06
M46500,6.254389253323548e-07,1.4201594811943685e-06
M32786,5.607395095559512e-06,7.380430763656084e-07
M43258,7.619090210544734e-06,1.090190622333907e-06
M46146,1.9654692170130174e-05,2.1390969743295392e-06
M46355,1.4146975427418261e-06,7.686658872007442e-07
M32578,2.7426445962107256e-07,2.258311432167332e-07
M46594,1.651624045195794e-05,2.0049824349102177e-06
M32698,2.4996038621746726e-06,9.087861216321971e-07
M45413,2.790060604521e-05,2.5328238248424367e-06
M46598,3.3889447222224055e-06,1.6605297788413469e-06
M46599,7.090283460457595e-06,2.886727075699352e-06
M46360,-1.2006147686363168e-06,9.07865632644915e-07
M46443,-4.0641932809313345e-07,6.405547603481591e-07
M46460,1.3477056309906389e-05,2.161994221858364e-06
M46600,6.663399626147381e-07,1.582926706605234e-07
M46601,7.74112082358319e-06,1.3603272523173137e-06
M47651,6.958838291535288e-06,4.80917591976375e-07
M46603,4.990184862314694e-06,1.1881584008407365e-06
M46604,3.211773156621812e-06,3.5525114226087766e-06
M33132,1.4216994238904365e-05,1.3747712026494175e-06
M33140,5.987450210975961e-06,1.2896247743684623e-06
M46488,1.3733595350072275e-07,5.593656696421459e-07
M46367,6.4279331826522715e-06,1.4171031677080229e-06
M46588,1.437030921449047e-05,1.9352376627289173e-06
M47687,-1.3549017463506345e-06,7.633569472593662e-07
M46614,7.777782771142857e-06,1.304702188454641e-06
M46618,7.833665441254214e-08,6.219657609020137e-07
M43264,8.397124320951157e-06,1.2140927807371101e-06
M46633,6.600620094240607e-06,1.139803147346909e-06
M46733,2.1907139135378113e-06,6.284871163052822e-07
M46632,6.83042842203845e-06,1.479361154370473e-06
M37253,1.090113500162982e-05,1.4344015683283612e-06
M37202,2.4530339613485375e-05,3.7762202027195407e-06
M37203,5.175785135301919e-06,3.357519916209208e-06
M35527,1.1323662409374963e-05,9.920202123960707e-07
M37190,2.6186376750303118e-05,3.7083556695756753e-06
M37198,2.329259684187634e-05,5.805586055889918e-06
M38178,8.877241060519143e-06,1.1823423328084033e-06
M39379,2.5554270667459847e-06,4.927084930046544e-07
M38768,3.610602928755217e-05,4.969376743659858e-06
M37506,2.3662894488823524e-05,2.5385758598710975e-06
M37097,1.994976508157268e-06,3.3337121537813715e-07
