metabolite_id,sage_value,sage_value_sd
M33228,-2.459573453963964e-05,2.4378524369202422e-06
M35186,1.3032980766243625e-05,7.175578909559385e-07
M34214,-7.865290441756105e-06,6.657927052349558e-07
M34419,1.7030951530726622e-05,1.2574733671349805e-06
M32635,6.26407359444378e-05,2.982326214354581e-06
M34395,6.06061823772911e-05,2.6298236546216797e-06
M34389,0.00012874023595779236,5.495819374092772e-06
M48258,-4.464107022349426e-06,1.5773081510873862e-06
M35628,0.0001228090783456615,4.068085755353442e-06
M33230,-2.627006846825666e-06,1.2283731489897057e-06
M21127,5.2998793751999875e-05,2.7579359966789516e-06
M33955,8.873337837414139e-06,1.3416821052090717e-06
M35631,6.541512496871456e-05,3.3347848926565467e-06
M33961,1.639337053994858e-06,2.7562963210028374e-06
M42398,7.808549709408524e-06,7.738014034250378e-07
M19324,2.132074366174221e-06,4.204955906563192e-07
M20675,3.0961738589878924e-05,2.314669970546101e-06
M34400,0.00017960918327534806,5.720580451591997e-06
M33971,8.823808906872144e-05,2.7356257154883483e-06
M33972,6.540196163599346e-05,2.051584718584057e-06
M32497,4.2105088926841615e-06,5.077520401119265e-07
M42374,8.219414145744732e-06,6.634082361688972e-07
M35675,1.4605842257580017e-05,1.7518931105922184e-06
M17945,2.1357232105003334e-05,2.411474196733452e-06
M45095,3.37097395217472e-05,2.21248302416917e-06
M35253,5.307490328195769e-06,1.2242143622255582e-06
M32197,-2.1302781088157875e-05,1.4808680481969148e-06
M31787,-1.1078223261662844e-05,6.790898782972026e-07
M46410,8.543325547733417e-06,1.0959492343853933e-06
M00542,-8.690713092270842e-05,3.960609683580749e-06
M27672,4.970581700821312e-06,9.994697108576142e-07
M12017,-3.328281622909286e-06,6.014879800939717e-07
M44526,7.763478694986983e-06,6.49248862354909e-07
M15676,1.6657025326290127e-05,1.2771865160855861e-06
M15677,3.440628937612205e-05,1.9130341344399613e-06
M36099,5.371404413323337e-06,1.1851960646565302e-06
M22116,6.514037348757267e-06,1.1517862846052153e-06
M36098,1.4099999778109107e-05,8.904037569609668e-07
M33968,2.2890281852753735e-05,1.272764542318875e-06
M01494,1.980867362660203e-06,1.305710266677159e-06
M36776,2.5987847627804324e-05,1.7223997246490884e-06
M34390,6.243116189486595e-05,4.8553132203441775e-06
